Fitness_Per_Cycle,Error_Fitness,Cell_Number,Error_Cell_Number,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
2.334976598474123,0.004992028116998429,188729.84809648112,264.8356973056417,-324.09434864409366,0.0,2.5,227.28419
1.5813572286515996,0.016088507272168304,70932.5034832114,780.3010709137002,-47.19147364019283,2.432525140145319,2.5,209.48135
-1.2413625547226206,0.27622632203993747,7233.578176009889,511.2858444351149,-7.637112787886514,3.2278124802642845,2.5,212.00247
-8.0,34.33890291659431,204.17770186948542,82.92754688031091,-5.622948981883452,3.392318464998976,2.5,
2.1400064911121324,0.7230768537472724,15.148865754699736,14.291226883418974,-3.7749781336849138,3.500772876232107,2.5,
1.5063256498927604,0.0173532818045621,68913.65573229651,596.228541001389,-38.47014510669919,,,
-8.0,34.855855211060245,198.16616176922233,81.6266748066762,-5.606413528085644,,,
-8.0,30.245171367594793,263.18977674151694,94.76769713980661,-5.762304049455005,,,
-8.0,37.238889611367675,173.61597792647052,75.86840925850592,-5.551899598944119,,,
-8.0,28.56268042763464,295.1092777713657,101.21905856805243,-5.82451972613272,,,
-8.0,40.83573543618213,144.37840046121985,68.45970962173975,-5.4464486136608246,,,
-8.0,57.73575284411467,72.26964110908219,45.44784996842784,-5.0360312227753115,,,
-8.0,56.83197124984012,74.54106972875987,46.34314763701282,-5.016907009015927,,,
-8.0,36.15803089067316,184.14970218718133,78.35226270449431,-5.564810171259076,,,
-8.0,39.33160951512114,155.6315100064426,71.398073803794,-5.469550904201629,,,
-8.0,57.19486177567506,76.80161180703188,47.20741766483187,-5.056916255138345,,,
-8.0,48.490015252586346,102.39517331257996,56.16662016388775,-5.2410828480555605,,,
-8.0,45.86644890209316,114.44338853246383,59.938297807122055,-5.288690325271101,,,
-8.0,46.6766750279095,114.41493390657305,59.93296601703355,-5.308689996045504,,,
-8.0,32.81208833252629,223.62165634504427,87.12422097018856,-5.67320997744035,,,
-8.0,40.62586909322144,145.87381820275644,68.86303245056328,-5.4323130645211934,,,
-8.0,43.00366570500929,130.18740450957623,64.54927516274722,-5.365625950281698,,,
-8.0,50.99162653369673,92.62908914294026,52.915967608741035,-5.178275042714388,,,
-8.0,37.01566828597352,175.715804545039,76.40322413912037,-5.559162305823048,,,
-8.0,35.8815620796202,186.99826489039503,79.05380983942257,-5.573858813997968,,,
-8.0,33.16413702049725,218.89842869513086,86.19435574026514,-5.662053124234362,,,
-0.3119083922987478,0.38400772031343483,1393.9642383949067,225.85365246855352,-6.6435944844682515,,,
-8.0,35.66057759353768,189.32403185948715,79.57287525494756,-5.580541543455495,,,
-1.897326523463509,1.4146924026438616,527.8246579567941,136.49007684284206,-6.128455968709985,,,
-8.0,43.712478879003925,130.1705178556001,64.55024561271536,-5.3856244950389955,,,
-8.0,39.72370571015762,152.57393214923272,70.63139447955727,-5.458384884686132,,,
-3.4938280383403844,7.165041986781337,103.19046395967068,56.41526707235722,-5.2250741671120995,,,
-8.0,39.91515385752375,151.11407862857462,70.26500248949861,-5.452707043630493,,,
-8.0,35.738492700264025,188.49794898033116,79.3982304030577,-5.57832345326526,,,
-8.0,37.73293720999692,169.09917068838288,74.55116881508854,-5.537050590823665,,,
-8.0,38.07167847751811,166.1026879611223,74.0276544853452,-5.506783349294618,,,
-8.0,36.15803089067316,184.14970218718133,78.35226270449431,-5.564810171259076,,,
-8.0,59.29652437855796,68.47270685880245,43.93348424656294,-4.9593062119778075,,,
-8.0,39.24333075012062,156.33248966413197,71.58941023886187,-5.472303970378177,,,
-8.0,35.642843867107715,194.6108728023083,80.75979846362243,-5.615791263739595,,,
-8.0,52.043188471743335,88.89043283965765,51.608247640487704,-5.131942394772634,,,
-8.0,51.23214818112175,91.84524505721053,52.65812242756503,-5.193231029347581,,,
-0.7771496989941481,0.17914186139411428,10520.508776079369,698.815360750913,-7.697645574122866,,,
-8.0,42.66502137640807,132.26317885555946,65.19424612201227,-5.375715480617116,,,
-0.3581310293490505,0.0913091406038659,26013.96382316698,966.5834558563322,-8.101142499073452,,,
-8.0,34.19333962387299,205.9207672631811,83.27130053203913,-5.647121661004143,,,
-8.0,29.868036848778083,269.8782778107672,96.44391680882718,-5.775978761706777,,,
-0.8487588732498973,0.16230530220175493,13874.018538801816,845.1014905941762,-7.9111947393249,,,
-8.0,43.12614152909833,129.44973250559906,64.33646169127485,-5.3622180651586975,,,
-1.3781787659466593,0.1896606005146461,17330.747479300222,722.9717898723555,-7.973292589825998,,,
-1.6377670355587324,0.20673872275945865,18952.212552128312,912.3339724150309,-8.14320350278868,,,
-1.0212030905566964,0.17743839343061996,13805.0155720123,705.2332785130503,-7.804287404644892,,,
-0.7486312874771214,0.16365048145407102,12256.987208071134,666.76587927826,-7.756548334413121,,,
0.03250773991937183,0.17295385629741697,4728.235540118454,419.3649001832868,-7.26170169670906,,,
-1.519639909064577,0.20187125783075668,17794.77823082814,639.9214030912398,-7.9182197046369565,,,
-3.356565743879314,0.761132049306075,7968.363620075265,506.54973189251194,-7.533950058119535,,,
-8.0,52.401917212931345,92.65425806020136,52.92158086518845,-5.198306403250575,,,
-8.0,38.24827202103996,164.5720882977259,73.63971227085369,-5.501630613898035,,,
-8.0,54.40438836385348,81.34146142753559,48.91172269588285,-5.074686061647221,,,
-8.0,52.943159637249465,85.89362638720422,50.54597333355359,-5.129934912003853,,,
-2.536236578529358,1.9840787404545295,513.059418332334,135.21406775127056,-6.116119635787306,,,
-8.0,54.40438836385348,81.34146142753559,48.91172269588285,-5.074686061647221,,,
-8.0,46.02203391193118,113.67100968635472,59.695999151924994,-5.28471503731031,,,
-3.5529916439077462,3.053439787971874,602.7206527027753,147.2842707366658,-6.198857677864856,,,
-8.0,44.86336233582432,119.6183557001767,61.508753071753695,-5.315668727798366,,,
-8.0,58.97026033957575,69.23417036117888,44.24283033459931,-5.007113327730757,,,
-8.0,55.44208473416984,78.32487176172378,47.77587429921731,-5.049822388410763,,,
-4.265763379345862,5.065172247035015,447.59295427778403,126.06670573946319,-6.045529779762978,,,
-0.6398919301913144,0.1865577135861703,8370.446600460786,574.1863621834121,-7.553724253920568,,,
-8.0,55.537410287261245,81.3529955818764,48.9051332738385,-5.094688327633332,,,
0.5733646265711534,0.0850346138100992,10921.408698937714,593.9088660893684,-8.931466364593339,,,
-8.0,18.021379401571906,741.3193207641812,163.43856532517776,-6.308705950574967,,,
-8.0,39.33160951512114,155.6315100064426,71.398073803794,-5.469550904201629,,,
-8.0,52.951605329683424,85.86647291715389,50.55591306145739,-5.109816721427478,,,
-8.0,54.02164377680168,85.88569874634629,50.55011055279599,-5.129818648006822,,,
-8.0,21.66270470684461,513.0456461745613,134.917440586585,-6.116605230171679,,,
-8.0,55.44492298674983,78.3169774395369,47.776510760641145,-5.069940444487179,,,
-8.0,21.736895962858135,517.8664345242196,135.7417064466343,-6.142633639873174,,,
-1.5705783084698695,1.5037372318363003,334.3094860512226,108.38288908898393,-5.893449801900383,,,
-8.0,46.33042111651916,112.16231912083693,59.24256408555813,-5.276668774305795,,,
-8.0,53.66357550374931,83.60355127929512,49.737946018398084,-5.112676462728616,,,
-8.0,51.825276377453726,89.64011557017493,51.86965078399878,-5.157442823313691,,,
-8.0,27.072459729014383,335.18457351341,108.1000572052975,-5.911908681765922,,,
-6.67687141645346,26.101388072329453,94.10052776150405,53.17814094523293,-5.164567574393551,,,
-8.0,67.28024659570947,53.18653818803778,37.28869129391205,-4.777624551897535,,,
-8.0,58.02042177231963,71.51859809285382,45.15006495996453,-4.988930215389478,,,
-8.0,55.986141500215034,76.81088543374013,47.21417511204038,-5.057031676799254,,,
-8.0,42.28831560608108,134.6290731746385,65.81032650515178,-5.3856012554407995,,,
-8.0,30.73065471659388,254.93981258742727,93.51705426004874,-5.74506824243623,,,
-8.0,63.70055975706861,59.332277666128185,40.08067354873243,-4.858289465717264,,,
-7.902526922166071,934.4810076141276,9.778887033462524e-09,128.8580698305397,-1.0565340281454394e-09,,,
-8.0,59.9785067333958,66.95497190458357,43.316242889077934,-4.963793802049605,,,
-8.0,26.379569633629288,345.97689007193037,109.97555463396007,-5.929572958031948,,,
-4.486196524636507,5.065614470007784,558.0905103101476,141.44639655059495,-6.159433163411463,,,
-8.0,25.80201113771977,361.63807324260944,112.57506030612973,-5.933027313560934,,,
-8.0,54.77098191374353,83.59862323196583,49.724417556495304,-5.112560464391061,,,
-8.0,23.020857232740056,462.1529252577913,127.90659217212209,-6.08194003021619,,,
-8.0,21.528361001213966,519.4681879633066,136.0262659165774,-6.1249303631748155,,,
-4.796341213702061,7.2118053254631285,377.2777956009572,115.11975022485902,-5.953985113930837,,,
-8.0,21.741230214639824,509.3461589434795,134.38729263835492,-6.11278433834042,,,
-8.0,47.13291569344726,108.3758799030183,58.07732758713708,-5.255969908050758,,,
-4.1639037754053945,5.017957719524829,419.2860724328713,121.5412509476408,-6.027003848584481,,,
