0,1,2,3,4
8e-08,0.0,0.0,0.0,0.0
8e-08,1.5092458350865114,2.0816904332986113,2.314872408090581,2.408031534169104
8e-08,2.05738236248831,2.843498072503731,3.154990735084425,3.2778947189729584
8e-08,2.180398592180365,3.0101394689365257,3.3348167426216113,3.4626878446215166
8e-08,2.387407368458696,3.2263658604710166,3.558829379890487,3.6865965981814712
