0,1,2
8e-08,0.0,0.0
8e-08,5.036717169710542,7.543956143483262
8e-08,5.520684292607813,8.509695068353412
8e-08,6.141803309973861,9.608723249691923
8e-08,6.246432982352503,9.773088926862412
