0,1,2,3,4
8e-08,0.0,0.0,0.0,0.0
8e-08,1.5426542571305721,2.134787704434312,2.3908832761487457,2.5025888108844563
8e-08,2.051724074873364,2.849578804531423,3.1892105919780307,3.336520532691672
8e-08,2.180813757459171,3.0277897976672934,3.384445538741178,3.538755284795662
8e-08,2.3915926182262393,3.27127809262931,3.637712485874639,3.798149838141706
