0,1,2,3
8e-08,0.0,0.0,0.0
8e-08,2.712550374266176,3.8747963113148396,4.424126563348334
8e-08,2.961695011824045,4.2522867897380054,4.855303592542279
8e-08,3.3441643122078126,4.787153934441492,5.446217462486334
8e-08,3.4583658969243194,4.927706448902234,5.596759946677183
