Fitness_Per_Cycle,Error_Fitness,Cell_Number,Error_Cell_Number,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
-8.0,4.266857395770004,121621.85138021156,957.2144234747143,-8.334861560392667,0.0,2.5,231.57581
-8.0,5.020808614146304,87837.60940494222,710.1852114363379,-8.156808767545906,11.683244314099461,2.5,234.88968
2.4935067683469887,0.04651879503992835,52274.79267379683,667.1588992811568,-20.82630845229177,13.48787139158084,2.5,
-8.0,54.472358260494666,746.2329046348865,164.48608912924354,-5.7177686153343235,14.280411940280114,2.5,
-8.0,306.5292992240013,23.568543646604716,20.73580416089382,-3.435602590781927,14.317978570513823,2.5,
-8.0,5.428650538487286,75135.3142912465,606.4032463063984,-8.071675760453418,,,
-0.8790796663131075,2.1764738125610124,753.2898060370803,164.98195084093754,-5.7214396237975915,,,
-8.0,74.5976375270485,397.9021769786098,118.89266992488548,-5.391188858740485,,,
-8.0,49.11082066780318,918.0640317302244,183.0885523565792,-5.825720103367288,,,
-8.0,59.31815152680252,629.3035304752722,150.70730382557372,-5.661998166365763,,,
-8.0,80.7471569478176,339.6175259530492,109.40031516472649,-5.370939772279996,,,
-8.0,132.75212025733475,125.63812629212917,63.55286005101782,-4.754200312938096,,,
-8.0,57.54696090841455,668.6305495429599,155.792648028085,-5.662588090110793,,,
-8.0,52.904392619721435,791.1217849047566,169.528175139731,-5.748534040611078,,,
-8.0,44.35126396770762,1125.6849960292127,202.67199373680432,-5.928077306324332,,,
-8.0,98.41053726371317,228.63289517608365,88.60116058758278,-5.0940774866862455,,,
-1.2780974591236622,2.3845569719350213,936.1461684351016,184.282513325399,-5.835071134500708,,,
-7.937696575996511,50.80397769251896,806.0758385357913,170.59190826775975,-5.789533260279024,,,
-8.0,66.45337354513761,501.40633401754417,133.97312934189608,-5.51168039210973,,,
-8.0,56.30585036538085,698.4284496852815,158.82113740326145,-5.683026258450975,,,
-8.0,53.37965424758481,777.1017194488004,167.80717073802597,-5.772560640852474,,,
-0.05626522379411027,1.5711757780644815,632.5890023900063,151.30546178384517,-5.634212144132441,,,
1.9282084733848717,0.7107270558107803,408.4145470944622,120.10895455466118,-5.466871450772208,,,
-8.0,52.442604183908905,805.1142523122039,171.06300712298284,-5.757231439058486,,,
-8.0,53.532497027450994,772.6699080093426,167.24730333937882,-5.735221639937667,,,
-8.0,46.35686189860896,1030.3882569752077,193.92851413797945,-5.917625469392232,,,
-8.0,54.85544590590682,735.8539001041714,163.37583126766395,-5.711185909445141,,,
-8.0,46.30772345982311,1032.5696638466186,194.30323443500575,-5.885199193914173,,,
-8.0,83.23188621073473,319.63325035691867,105.88931626430147,-5.274659988661598,,,
-8.0,37.85590245568191,1545.1361207083164,237.95018889067796,-6.121412970799362,,,
-8.0,53.31328795984402,779.0366825938816,168.22472328572155,-5.740570206382359,,,
-8.0,64.30038706600227,535.5497282036933,138.76465332720565,-5.580798467243404,,,
-8.0,55.238074899169035,725.6930283857939,162.24802397422474,-5.738315046985307,,,
-8.0,71.61410830389865,431.76126587337393,124.03736328857083,-5.465827671067969,,,
-8.0,81.54649862007106,332.9736335391158,108.2866012640808,-5.2967847487710475,,,
-8.0,74.5976375270485,397.9021769786098,118.89266992488548,-5.391188858740485,,,
-1.8180048036879513,3.770805489617953,642.851131500691,152.61002259999785,-5.642125983265819,,,
4.230910525663983,0.046028064931659986,7614.739178839844,473.27279028856026,-43.41165024693812,,,
-0.43527311695542403,1.5386096704165035,965.5854661567179,186.73348688849606,-5.850100258154272,,,
-8.0,82.73702070600075,323.46822330585655,106.59824269925662,-5.281398683141353,,,
-8.0,42.771729023422786,1210.3594034709347,210.5501085047865,-5.965284818037394,,,
-1.158299236471253,1.776597079589479,1495.3382276690563,234.3928847053287,-6.072532601717432,,,
-8.0,22.1414635632695,4516.639629100856,405.7260601653145,-6.631823757760127,,,
-0.8797928836507871,1.7770836405006274,1130.7427368793074,204.46092222277258,-5.932974466331219,,,
-8.0,9.14769597278857,26460.885384494843,973.5789654683145,-7.527479688175867,,,
-8.0,44.19961757143895,1133.417715529038,203.49932253722648,-5.932334082914062,,,
-8.0,34.63640037137627,1845.705997493462,259.9702473886896,-6.180103004453548,,,
-8.0,17.751369497762223,7026.905631831639,504.5685355485197,-6.854046693166135,,,
-8.0,46.97351491255635,1003.510266676622,191.23696151508156,-5.870265132713413,,,
-8.0,21.33157345592635,4866.113584991283,419.66087585160176,-6.671764510758195,,,
-7.922148843571648,20.813152890630793,4728.702992422506,418.8864643425938,-6.655666069934213,,,
-8.0,14.439436561409064,10620.068750993349,634.9182542994705,-7.063498276154409,,,
-8.0,14.634149213371195,10339.343571209462,616.5431818939597,-7.085362577694527,,,
-8.0,21.64941459529076,4724.276093360808,417.5351492758366,-6.653929511588589,,,
-8.0,16.766223314671247,7876.942341219829,535.622854845018,-6.91200840514436,,,
-7.836631614551113,22.768561987420455,3627.495441371342,364.7636890566042,-6.520323801619638,,,
4.743443625320044,0.13658761524186183,354.31529204995365,75.82742430036033,-17.223406042863886,,,
2.852864405062322,0.14065767811657082,3852.8020098127795,373.980428411695,-8.56994184515025,,,
4.425590474567579,0.13915991131376912,586.1963552643722,117.92917299303707,-12.835964940684173,,,
4.405542308369449,0.1304558196869102,659.6300846162621,123.89769254898562,-14.947652528795787,,,
-8.0,77.12642738631277,372.2354171830447,114.78522350007697,-5.423474062928701,,,
4.385219035439843,0.11531842247858143,817.4649350254983,131.579657567352,-21.207422082243156,,,
4.920479700769556,0.1312890810610272,267.40065960781317,62.47918721229657,-22.153195298591825,,,
-7.829039165679672,89.10500103431822,235.0645124099683,89.99993950375257,-5.24518532609919,,,
4.877661921322751,0.13917709076718138,345.2197925903356,77.16383265246358,-16.367196819846555,,,
2.859740225301854,0.14174395444248875,3764.9345941243705,370.20207769814755,-8.552260073465714,,,
4.424142990024428,0.1038357572979159,977.3930939160437,142.42613526217954,-25.294462860526558,,,
-8.0,199.19430762741106,55.80625751337616,38.72354105769206,-4.226179465597155,,,
-8.0,48.93018114011837,924.8518494354987,183.55344080372902,-5.827916626856185,,,
5.016845449289899,0.12627360011768005,243.67194480279252,57.333847949602244,-26.154779176510985,,,
-8.0,7.685072467286732,37491.425235144794,1172.3443319098385,-7.706926387398743,,,
-8.0,181.93997662141712,66.89553299915126,43.51076101515461,-4.38655594943984,,,
2.9663891644808884,0.11915442669119797,4725.701341803854,411.79320903048466,-9.81370217634841,,,
5.1509648245429425,0.12123954822620629,219.0290722964769,55.617193393232725,-22.306441209614277,,,
4.47628487733014,0.1615428191198223,384.03226430164045,89.05768665406916,-11.930041454369944,,,
-8.0,105.53282393595848,198.81323753121237,82.12541332833179,-5.017029895548639,,,
2.6382674114171056,0.14041135101176264,4919.094519991394,427.8143390807423,-8.30403954630446,,,
-2.891707757578809,3.3730117932286823,2352.6149897567816,294.0788007253439,-6.300342259725627,,,
0.8100493345284049,0.8067111168534008,1001.9536792683513,190.97870101855642,-5.9040687073310885,,,
2.448764798581164,0.15925081130885413,4681.119201339146,416.1437580510694,-7.701403029450267,,,
4.856382112626925,0.09226873685513527,613.5203825919654,96.63060629522884,-39.18314142714539,,,
3.109541279847789,0.11691749630146711,4168.641995852613,390.4190668896407,-10.379043988600696,,,
5.253731860883576,6.153507967207551,0.10167134833213888,1.1024247441254869,-0.027831790721144473,,,
4.730051075434422,0.12002096696339551,441.28868487248474,84.36587116988342,-23.2801388838592,,,
4.517829072616094,0.14704738299346182,468.4706497839645,99.2946158556253,-12.410822585584098,,,
4.249263338791548,0.1528547648031311,569.0175062042581,118.53219869481812,-12.945408402530806,,,
4.649841648595829,0.15577645415954952,299.87671757063947,70.01207974295706,-15.090126449725,,,
2.358085494154447,0.15741627628383525,5281.2762064556555,442.5588591793997,-7.695915900975977,,,
