Fitness_Per_Cycle,Error_Fitness,Cell_Number,Error_Cell_Number,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
-0.11072080459672307,0.005426495297203608,265307.9370876324,3575.281913626427,-17.586443611270415,0.0,2.5,261.77553
-0.19299671737420337,0.012243903203011604,67805.92519858929,263.80860790456256,-12.733300144136814,-1.4834576985236618,2.5,
-1.0593566451304044,0.3451110722458834,1071.9215740077198,196.23801105753066,-7.4573611544177005,0.18967961976596023,2.5,
-0.29705927959560385,0.8696023990306921,19.637233583570943,17.53110106897651,-4.508232287098714,0.2671534407414148,2.5,
-0.3695346842044435,0.8969972731858836,22.804812995784605,19.77262026169518,-4.641173369329408,0.3179608684042572,2.5,
-0.23716500078607292,0.013635597837977255,63072.21832573632,321.3379188027559,-11.301238139584767,,,
-7.02010950938984,731.67363302416,42.33259210617707,31.777251219773767,-5.270487881502751,,,
-1.0470185343574272,1.343205344279976,82.66285457686044,49.21829387101823,-5.781979719177556,,,
-7.679977538985584,1443.1180034773038,40.73401340637801,30.919541138905565,-5.237634870654676,,,
-7.485491874446906,1355.8038568900697,31.297816302720683,25.48980287352071,-4.992715820843344,,,
-6.602888270016803,655.3057758547218,22.873188646610725,19.941759531386687,-4.639565736069529,,,
-7.348947921600108,1342.1773491728507,24.276718707004367,20.921635959400035,-4.713037778364777,,,
-6.860358169738033,923.9931146279332,31.29308938901131,25.489275232864156,-5.002867754040561,,,
-5.938831336333342,330.3714043565028,23.824783638342105,20.600233246020824,-4.689626121319288,,,
-6.032742035572177,394.077120954246,37.025628437820366,28.907749051415742,-5.175314392545557,,,
-1.7422497345716346,7.110797366976589,14.115042071570223,13.243677051714002,-3.8854160851560455,,,
-6.915438286110275,771.6977855294385,30.870554057587512,25.223559027056915,-4.978944064658264,,,
-7.8247033578085885,1443.1179958307903,54.161265327628435,37.597975980908664,-5.466265565189448,,,
-7.928799970187309,2657.9071103000897,19.410065319854766,17.419254332570898,-4.417180942076475,,,
-6.987155692641852,1205.310944693916,26.103180362155214,22.150899249668345,-4.8079089954483125,,,
-7.498732289040513,1138.4199705936076,45.52493363307348,33.429540724532934,-5.3304729403129745,,,
-7.8870361105544955,1809.7915178780147,39.126544755971,30.042604385834906,-5.202536008183984,,,
-7.556633503440837,1777.7572913813417,20.939166050270323,18.538675181373787,-4.52340766126994,,,
-1.4967333545900126,3.4250425933023254,40.94894633732798,31.128429463276703,-5.267777012282877,,,
-7.730013623323232,1510.0674658693893,41.06309784785454,31.096355655429416,-5.246050084381105,,,
-6.147799735164477,326.72923271533335,37.025628437820366,28.90919619313315,-5.15501184606947,,,
-0.7227478288057027,0.3146068199950011,532.0058425788544,137.68781701344122,-6.846825350795791,,,
-0.9367074789032152,1.768745339468125,28.508575956233713,23.61041698199298,-4.9274103947212815,,,
-1.033224944183926,0.7079060388332998,241.30684650496187,89.75508351154147,-6.415829381907186,,,
