FOS10_ROS10,FOS10_ROS11,FOS10_ROS12,FOS10_ROS13,FOS10_ROS1,FOS10_ROS9,FOS1_ROS10,FOS1_ROS11,FOS1_ROS12,FOS1_ROS13,FOS1_ROS1,FOS1_ROS2,FOS1_ROS3,FOS1_ROS4,FOS1_ROS5,FOS1_ROS6,FOS1_ROS7,FOS1_ROS8,FOS1_ROS9,FOS2_ROS10,FOS2_ROS11,FOS2_ROS12,FOS2_ROS13,FOS2_ROS1,FOS2_ROS2,FOS2_ROS3,FOS2_ROS4,FOS2_ROS5,FOS2_ROS6,FOS2_ROS7,FOS2_ROS8,FOS2_ROS9,FOS3_ROS10,FOS3_ROS11,FOS3_ROS12,FOS3_ROS13,FOS3_ROS1,FOS3_ROS2,FOS3_ROS3,FOS3_ROS4,FOS3_ROS5,FOS3_ROS6,FOS3_ROS7,FOS3_ROS8,FOS3_ROS9,FOS4_ROS10,FOS4_ROS11,FOS4_ROS12,FOS4_ROS13,FOS4_ROS1,FOS4_ROS2,FOS4_ROS3,FOS4_ROS4,FOS4_ROS5,FOS4_ROS6,FOS4_ROS7,FOS4_ROS8,FOS4_ROS9,FOS5_ROS10,FOS5_ROS11,FOS5_ROS12,FOS5_ROS13,FOS5_ROS1,FOS5_ROS2,FOS5_ROS3,FOS5_ROS4,FOS5_ROS5,FOS5_ROS6,FOS5_ROS7,FOS5_ROS8,FOS5_ROS9,FOS6_ROS10,FOS6_ROS11,FOS6_ROS12,FOS6_ROS13,FOS6_ROS1,FOS6_ROS2,FOS6_ROS3,FOS6_ROS4,FOS6_ROS5,FOS6_ROS6,FOS6_ROS7,FOS6_ROS8,FOS6_ROS9,FOS7_ROS10,FOS7_ROS13,FOS7_ROS1,FOS7_ROS2,FOS7_ROS3,FOS7_ROS8,FOS8_ROS10,FOS8_ROS1,FOS8_ROS2,FOS8_ROS3,FOS8_ROS6,FOS8_ROS7,FOS8_ROS8,FOS9_ROS10,FOS9_ROS11,FOS9_ROS13,FOS9_ROS1,FOS9_ROS3,FOS9_ROS4,FOS9_ROS6,FOS9_ROS7,FOS9_ROS8,FOS9_ROS9
0,0,0,0,0,0,14349,2210,6,6,22,20,16586,2126,7,10,11,13,16,4,3,0,6,118,20696,507,103,3,5,17,83,3612,32763,22484,8521,1047,20981,45895,43269,13732,33,87,9480,1931,51281,109,36,31,5495,81580,50999,17875,54604,20,149,226,47859,18948,12,7,2,0,52,18,13,9,0,0,4,10,22,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15347,9186,45,2,19,53,13504,11285,19,31,71,18,37,85,42,25,35,178,22014,6496,288,6,8,64,177,10012,169123,404707,196052,1070,6949,34716,47093,105305,55,427,147378,27807,92630,305,185,111,20933,135885,238042,285642,126403,232,325,1579,101111,68642,46,86,51,2,102,59,64,63,0,0,22,60,38,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10571,1205,9,0,8,9,10148,1345,5,8,2,7,16,3,1,0,5,43,13056,417,36,4,3,16,33,4003,5071,1607,629,589,11311,20591,14634,2529,12,20,887,139,18402,43,12,5,2179,25798,7927,1968,21332,1,48,114,22288,9034,4,0,0,0,15,5,5,11,0,0,0,7,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20457,2213,11,1,4,20,17933,2601,15,12,16,11,31,10,7,1,6,65,26127,1945,100,4,14,68,66,14470,9402,3017,1500,944,29924,44584,35057,9284,32,54,1805,442,34186,114,26,25,4254,45137,14414,3015,39855,3,98,204,43775,17464,4,0,1,2,46,10,13,7,0,0,1,21,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8000,1150,10,0,7,8,8804,1313,6,9,5,1,10,24,2,1,4,43,10485,384,37,4,2,13,31,2624,5453,2156,861,572,15487,23745,17858,3166,17,25,869,165,19580,51,20,15,2367,24947,7186,1389,19884,5,45,111,23824,8699,0,0,0,1,23,9,5,11,0,0,0,6,12,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15797,1487,9,1,9,9,12944,1906,14,16,15,3,26,5,2,1,3,47,17598,669,39,6,10,49,38,9364,6205,2661,1873,696,18920,29645,18900,4442,15,39,1002,155,22355,64,33,12,2861,31843,9122,1506,26923,6,70,116,29745,12219,4,1,0,0,28,14,5,10,0,0,0,6,7,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,26486,12064,70,4,18,63,19397,14029,13,53,92,31,53,46,54,35,45,244,37728,9657,325,12,20,139,160,31451,237235,544263,295960,1362,10380,48449,60848,211951,74,785,184677,34927,135777,430,298,167,26277,170478,295943,347183,135330,285,357,1907,125787,91034,79,152,72,3,150,73,74,80,0,0,56,75,49,0,3,8,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1577,719,1,0,9,4,8841,801,6,4,5,5,3,0,0,0,4,51,4048,486,39,0,0,3,19,75,6067,1839,527,789,18432,29003,22489,1001,20,31,1278,217,22875,36,20,7,1541,34554,9381,2767,22343,3,46,75,21946,6684,2,0,0,0,19,3,8,3,0,0,0,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,22578,26770,153,8,29,120,18775,33538,17,61,188,63,65,258,108,80,73,363,31447,30286,634,23,14,99,329,15586,382191,1006081,668000,1556,16298,60851,91020,219700,124,942,336272,74537,174213,1108,671,436,51783,246770,514561,728063,273914,587,712,4970,216872,182363,106,228,159,8,300,102,143,106,0,0,98,171,73,0,11,11,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15679,494,3,0,6,8,13184,705,15,6,8,7,21,4,0,2,0,31,18836,296,44,3,8,27,25,6970,4017,1327,424,746,11999,24751,16530,3691,22,29,696,84,18329,31,5,11,1218,26191,6374,952,19887,3,57,98,19770,7044,5,0,0,1,22,9,5,9,0,0,0,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,12669,540,2,1,10,7,10705,760,4,8,7,3,13,3,0,3,2,43,14988,162,42,1,6,27,30,7162,4674,1544,515,588,13573,25348,18526,4533,25,36,913,135,19579,21,12,13,1080,26393,8068,1643,22405,7,51,71,19069,7551,1,0,0,0,9,4,6,6,0,0,0,11,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,10915,1094,4,0,9,6,8787,1236,10,8,8,8,12,41,1,4,4,38,11517,588,33,1,3,22,37,6021,5005,1323,429,466,13613,19329,16217,3731,12,14,1003,198,17207,46,22,10,2319,24110,8164,1626,19264,6,45,113,20496,8023,5,1,1,1,24,3,5,7,0,0,0,4,4,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,19715,1674,10,2,12,16,17277,2206,14,12,25,11,36,37,1,1,7,46,23776,962,62,2,12,46,52,13262,8998,4117,1924,895,25141,40206,31060,8178,29,44,1547,252,34064,91,53,32,3409,41389,13481,2919,39759,11,92,227,39905,16951,4,5,0,0,34,21,14,11,0,0,1,9,16,0,4,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1536,799,0,0,0,3,976,873,1,0,7,2,0,26,0,0,1,0,1956,2867,23,2,4,7,5,1644,0,0,0,1,0,0,0,0,0,0,0,1,0,4,8,3,1624,0,1,4,0,0,0,16,2273,765,1,0,0,0,19,0,1,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,641,9,0,0,0,0,523,3,0,0,0,0,1,0,0,1,0,0,847,14,1,0,1,6,0,1068,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,115,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1069,6,0,0,0,0,665,14,1,0,0,0,0,0,0,0,0,0,894,51,3,0,1,0,0,557,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,115,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,624,4,0,0,0,0,406,0,0,1,0,0,0,0,1,0,1,0,574,0,1,0,2,3,0,682,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,745,2,0,0,0,0,499,0,0,0,0,0,0,41,0,0,0,0,579,0,0,0,3,0,0,959,0,0,0,20,17,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,5,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8671,10,0,0,0,0,5572,31,2,6,0,1,10,1,0,1,0,3,7650,22,11,1,12,58,2,13063,10,0,0,272,17,770,195,31,1,0,3,1,387,6,1,1,17,684,36,5,6275,0,13,10,2332,432,1,0,0,0,2,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,632,0,0,0,0,0,588,2,0,0,0,0,1,0,0,0,0,0,656,1,0,0,0,2,0,617,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1210,966,6,0,0,1,881,1443,1,3,9,3,0,32,0,0,3,2,2019,3621,33,0,1,7,3,1319,0,0,0,4,0,1,2,0,0,0,0,1,1,19,7,1,2079,0,7,1,2,1,1,50,2102,950,0,0,0,0,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1045,1,0,0,0,1,751,0,0,1,0,0,3,5,0,0,0,0,805,0,0,0,1,5,0,606,0,0,0,30,48,46,0,0,0,0,0,0,0,1,0,0,3,0,0,0,61,0,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1872,2025,12,0,0,7,1689,2551,4,9,18,4,3,51,0,0,4,1,3442,7620,55,3,3,7,5,1397,0,0,0,5,0,1,1,8,0,0,0,0,0,57,28,5,4780,0,2,7,38,2,2,129,5721,2878,0,0,0,1,16,0,2,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26,3,0,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0,71,9,1,1,0,0,0,45,122,264,149,6,68,121,115,67,0,0,80,21,129,0,0,0,7,106,72,71,69,0,0,0,90,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,709,1,0,0,0,0,688,8,0,1,0,0,0,0,0,0,0,0,900,4,0,0,1,1,0,322,0,0,0,7,2,0,0,0,0,0,0,0,3,0,0,0,7,0,1,0,0,0,0,0,181,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1400,1,1,0,0,0,993,10,1,2,0,0,2,0,0,0,0,0,980,18,0,0,0,4,0,968,0,0,0,17,0,1,0,0,0,0,0,0,1,1,0,0,5,0,1,0,27,0,0,1,220,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2571,7,0,0,0,1,1687,15,1,3,0,1,3,0,0,0,0,0,3111,17,1,0,3,20,2,2403,0,0,0,32,0,1,1,0,0,0,0,0,4,0,0,0,30,6,4,1,8,0,1,0,706,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1173,22,1,0,0,0,710,21,2,0,0,0,3,0,0,0,0,0,1249,15,0,0,0,5,2,1541,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,41,0,3,0,4,0,0,1,414,56,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,790,3,0,0,0,0,710,3,0,0,0,0,2,0,0,0,0,0,837,11,0,1,0,2,0,514,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,113,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,247,0,0,0,0,0,194,3,1,0,0,0,1,0,0,0,0,0,239,1,0,0,0,3,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,26,0,0,0,172,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4171,17,0,0,1,0,2902,11,1,6,0,1,3,0,0,1,0,0,3784,3,2,2,2,13,0,2988,61,1,0,287,59,913,241,10,0,2,3,4,780,0,1,1,26,858,61,2,817,0,2,0,1226,112,2,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1383,3,0,0,0,1,772,3,1,1,0,0,3,0,1,0,0,1,1137,15,0,1,0,3,1,1143,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,1,3,0,0,0,198,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1634,1189,7,0,0,0,1028,1257,1,3,9,3,1,35,0,0,2,0,2689,4318,34,4,3,6,8,1908,0,1,0,4,10,0,24,0,0,0,0,1,0,13,9,5,2597,1,2,2,87,0,1,73,2784,1235,1,0,0,1,16,1,5,2,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7773,3266,19,12,21,7,5144,3857,3,14,26,7,17,6,1,0,12,1,10981,1920,72,3,6,34,33,9260,315,95,4,200,37,1320,400,135,2,3,30,0,772,691,61,19,7608,1710,541,113,37512,4,105,4021,24653,24512,2,0,0,2,51,7,0,11,0,0,1,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1075,972,3,1,1,4,638,996,0,3,5,4,0,12,0,1,8,0,2030,3309,27,3,2,8,3,1186,0,0,0,4,0,0,1,0,0,0,0,0,1,12,13,1,1903,0,1,4,37,0,1,41,2338,748,1,0,0,0,11,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1691,1139,2,0,1,3,996,1657,1,3,10,2,2,21,0,0,5,0,2566,4122,30,2,3,7,4,3252,17,0,0,9,0,0,0,1,0,0,0,1,1,7,3,1,2332,0,0,3,14,0,1,67,2557,1081,0,0,0,0,14,0,0,0,0,0,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,411,1,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,387,1,0,0,1,0,1,344,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,886,1,0,0,0,0,732,1,0,1,0,1,1,0,0,0,0,0,853,0,0,0,0,3,0,845,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,0,0,0,58,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,982,1,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,998,5,0,0,0,3,0,748,0,0,0,22,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,635,3,0,0,0,0,807,2,1,0,0,0,1,0,0,0,0,0,721,0,0,0,0,3,0,331,0,0,0,27,0,21,0,0,0,0,0,1,2,0,0,0,15,0,0,0,27,0,0,0,58,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,898,2,0,0,0,0,658,0,0,0,0,0,1,0,0,0,0,0,620,3,0,0,2,2,0,434,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,52,0,0,0,68,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,827,0,0,0,0,0,568,1,1,0,0,0,3,0,0,0,0,0,640,0,0,0,0,3,0,708,0,0,0,17,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,713,0,0,0,0,0,487,0,0,1,0,0,0,0,0,0,0,0,615,0,0,0,1,5,1,1019,0,0,0,7,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1,0,1,0,0,0,38,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,874,1,0,0,0,0,704,5,0,0,0,0,0,0,0,0,0,0,789,0,0,0,1,1,1,939,0,7,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,32,0,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,757,3,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,1,4,0,541,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,1,34,0,0,0,48,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,791,1,0,0,0,0,621,4,0,1,0,0,0,0,0,0,0,0,702,3,2,0,1,1,0,634,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,22,0,0,0,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,831,3,0,0,0,0,843,0,0,1,0,0,0,0,0,0,0,0,815,0,2,0,4,2,0,1408,4,0,1,17,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,34,0,0,0,42,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,723,0,0,0,0,0,685,1,1,1,0,0,0,0,0,0,0,0,758,5,0,0,0,1,0,479,0,0,0,25,0,5,0,0,0,0,0,0,14,1,0,0,1,0,1,0,32,0,0,0,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1072,0,0,0,0,0,726,1,0,0,0,0,3,0,0,1,0,0,885,10,0,0,0,3,0,1195,0,0,0,12,0,4,0,0,0,0,1,0,5,0,0,0,4,0,2,1,51,0,0,0,71,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1203,12,0,0,0,0,887,1,2,1,0,0,1,0,0,0,0,0,1008,1,1,0,2,10,0,1799,0,0,0,26,0,16,0,0,0,0,0,0,0,0,0,0,5,0,2,0,33,0,0,0,64,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1100,6,0,0,0,0,763,0,1,0,0,0,2,0,0,1,0,0,797,0,0,0,1,2,0,1536,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,6,0,2,0,3,0,0,0,82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1019,0,0,0,0,1,766,0,0,0,0,0,3,0,0,0,0,0,1057,1,0,0,0,6,0,899,0,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,3,1,1,0,24,0,0,0,43,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1127,1,0,0,0,0,717,3,1,0,0,1,0,0,0,0,0,0,846,1,0,0,0,5,0,1090,0,0,0,17,4,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,23,0,0,0,45,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,804,3,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,557,1,4,0,0,3,0,1134,0,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,34,0,0,0,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,832,1,0,0,0,0,584,0,0,0,0,0,1,0,0,0,0,0,781,5,0,0,2,4,0,953,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,49,0,1,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
