FOS10_ROS10,FOS10_ROS11,FOS10_ROS12,FOS10_ROS13,FOS10_ROS1,FOS10_ROS2,FOS10_ROS3,FOS10_ROS4,FOS10_ROS5,FOS10_ROS6,FOS10_ROS7,FOS10_ROS8,FOS10_ROS9,FOS1_ROS10,FOS1_ROS11,FOS1_ROS12,FOS1_ROS13,FOS1_ROS1,FOS1_ROS2,FOS1_ROS3,FOS1_ROS4,FOS1_ROS5,FOS1_ROS6,FOS1_ROS7,FOS1_ROS8,FOS1_ROS9,FOS2_ROS10,FOS2_ROS11,FOS2_ROS12,FOS2_ROS13,FOS2_ROS1,FOS2_ROS2,FOS2_ROS3,FOS2_ROS4,FOS2_ROS5,FOS2_ROS6,FOS2_ROS7,FOS2_ROS8,FOS2_ROS9,FOS3_ROS10,FOS3_ROS11,FOS3_ROS12,FOS3_ROS13,FOS3_ROS1,FOS3_ROS2,FOS3_ROS3,FOS3_ROS4,FOS3_ROS5,FOS3_ROS6,FOS3_ROS7,FOS3_ROS8,FOS3_ROS9,FOS4_ROS10,FOS4_ROS11,FOS4_ROS12,FOS4_ROS13,FOS4_ROS1,FOS4_ROS2,FOS4_ROS3,FOS4_ROS4,FOS4_ROS5,FOS4_ROS6,FOS4_ROS7,FOS4_ROS8,FOS4_ROS9,FOS5_ROS10,FOS5_ROS11,FOS5_ROS12,FOS5_ROS13,FOS5_ROS1,FOS5_ROS2,FOS5_ROS3,FOS5_ROS4,FOS5_ROS5,FOS5_ROS6,FOS5_ROS7,FOS5_ROS8,FOS5_ROS9,FOS6_ROS10,FOS6_ROS11,FOS6_ROS12,FOS6_ROS13,FOS6_ROS1,FOS6_ROS2,FOS6_ROS3,FOS6_ROS4,FOS6_ROS5,FOS6_ROS6,FOS6_ROS7,FOS6_ROS8,FOS6_ROS9,FOS7_ROS10,FOS7_ROS11,FOS7_ROS12,FOS7_ROS13,FOS7_ROS1,FOS7_ROS2,FOS7_ROS3,FOS7_ROS4,FOS7_ROS5,FOS7_ROS6,FOS7_ROS7,FOS7_ROS8,FOS7_ROS9,FOS8_ROS10,FOS8_ROS11,FOS8_ROS12,FOS8_ROS13,FOS8_ROS1,FOS8_ROS2,FOS8_ROS3,FOS8_ROS4,FOS8_ROS5,FOS8_ROS6,FOS8_ROS7,FOS8_ROS8,FOS8_ROS9,FOS9_ROS10,FOS9_ROS11,FOS9_ROS12,FOS9_ROS13,FOS9_ROS1,FOS9_ROS2,FOS9_ROS3,FOS9_ROS4,FOS9_ROS5,FOS9_ROS6,FOS9_ROS7,FOS9_ROS8,FOS9_ROS9
17,13079,261,9,6847,1837,12,9,3,723,9808,2206,26,9,3516,422,10,76,4,7,5,3,2588,325,8,11,2247,9,3,3,1,4,4820,123,1,2,9,7,226,4,9,0,118,1513,211,17,3,0,2,9,329,6,9,374,65,11,16,3,6,2,1,164,52,9,9,289,42,3,5,6,5,208,12,0,5,21,11,3271,7,7,4,1288,3,473,26,2,0,0,4,200,7,2,6,0,1,10,1,1,0,0,25,24,0,2,2834,2464,2596,2264,9,17,3489,3329,10,1630,3705,2803,2405,6119,108,25,5974,3204,3753,3792,3283,8,1445,9290,13972,11548
0,167,0,0,103,8,0,0,0,31,93,7,0,0,27,0,0,0,0,0,0,0,37,2,0,2,38,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,25,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,108,49,54,62,0,0,107,32,0,12,69,86,6,80,2,2,229,61,139,41,136,0,36,1165,577,197
2,870,0,0,50,2,0,0,1,84,88,15,0,0,99,0,1,15,0,0,0,0,63,1,0,0,90,1,0,0,2,0,243,0,1,3,0,2,1,0,1,0,7,149,7,0,0,0,1,1,12,0,0,9,1,1,1,0,1,0,0,0,1,0,1,5,0,0,1,0,1,20,0,0,0,1,1,338,0,1,0,120,1,14,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,1,2,0,97,126,93,215,0,0,95,65,0,76,121,349,71,53,14,1,687,238,115,188,66,0,36,2137,1535,219
1,193,0,0,127,7,1,0,2,23,102,21,1,0,23,0,0,0,0,0,0,0,18,0,0,0,51,0,0,0,0,1,118,0,0,2,0,0,0,8,0,0,1,39,12,3,2,0,4,1,8,0,1,12,0,0,0,0,0,0,0,13,1,5,1,0,0,0,0,0,0,5,1,0,0,0,0,58,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,68,75,31,0,1,33,33,0,143,300,332,61,9,1,1,174,99,85,83,169,0,32,834,433,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,11134,47,24,5733,792,27,19,9,2571,6686,1129,20,23,8027,16,21,23,9,32,23,11,3835,48,32,20,4868,21,13,22,22,22,10911,131,6,20,14,28,83,236,17,18,2906,9802,4461,667,136,4,35,32,6889,25,238,7470,2277,1323,852,305,113,43,16,3224,2311,1515,1079,8542,1639,611,80,555,221,6195,906,4,628,159,359,20988,22,161,117,18732,32,11362,2416,373,5,93,31,6597,31,8,93,18,15,2612,11,16,12,2,421,1638,134,12,19809,16645,21490,17265,54,75,19690,18413,65,10794,23096,19412,15907,5465,109,83,18874,22340,31717,28716,26669,50,8662,25736,48094,12770
1,96,7,1,511,63,3,0,0,153,341,59,1,0,396,0,1,2,0,1,1,2,236,2,5,1,246,2,0,0,0,0,437,0,0,2,1,1,6,7,0,11,33,363,38,2,0,0,0,2,27,1,0,68,5,1,9,1,0,1,0,2,2,2,1,133,5,0,1,1,1,74,6,0,0,5,0,727,0,0,0,262,0,85,1,1,0,0,1,73,1,0,2,0,1,0,0,0,2,1,10,0,1,0,375,545,440,550,0,2,435,513,1,236,584,725,492,217,1,5,1234,899,746,807,702,0,173,3219,2924,741
0,129,0,0,38,0,0,0,0,11,97,10,1,1,13,0,0,0,0,0,0,0,9,0,0,1,16,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,0,36,9,4,7,0,1,0,0,0,0,11,7,10,0,0,0,0,0,0,13,0,0,6,0,0,0,27,0,0,0,0,0,1,0,64,0,0,0,22,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,48,99,37,0,0,62,73,0,27,108,48,27,11,1,0,188,0,64,23,5,0,10,727,307,65
40,12918,255,9,8028,2191,26,15,4,769,11098,2460,19,18,4179,418,5,54,4,10,8,3,2955,319,13,10,2879,6,3,7,3,6,5035,151,3,1,6,5,199,1,7,1,174,1649,311,27,1,0,2,7,443,6,10,327,25,11,20,6,7,2,0,164,23,13,11,334,35,2,3,5,3,209,16,0,6,15,18,3415,4,1,4,1176,1,562,33,9,0,3,9,345,6,1,10,0,4,43,0,4,0,1,47,23,5,2,3364,2371,2771,2586,11,16,3187,3403,5,2222,4806,4077,2695,7590,102,33,6863,3395,4286,4461,4492,8,1476,10345,16815,13866
0,0,0,0,0,1,0,0,0,0,36,1,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,35,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,0,13,0,0,0,0,568,25,31
0,4,0,0,3,0,0,0,0,8,67,5,0,0,28,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,71,0,0,0,8,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,25,34,0,0,22,26,0,6,10,0,36,39,0,0,47,4,13,2,64,0,17,599,155,47
2,341,12,0,18,2,0,0,0,11,57,3,0,0,122,0,0,0,0,0,0,0,29,0,1,0,21,0,0,0,0,1,38,0,0,0,0,1,0,0,0,0,0,73,24,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,1,0,0,100,0,0,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,20,24,0,0,74,3,0,0,68,133,15,49,4,1,147,154,28,104,34,0,31,1178,416,154
4,1814,5,4,348,38,0,5,0,143,412,48,1,0,302,29,3,0,0,2,1,1,127,4,5,2,211,1,0,1,0,1,293,0,0,0,0,0,1,3,0,0,22,367,43,14,14,0,3,30,65,0,2,32,0,1,6,0,0,1,0,2,20,1,1,32,0,0,1,0,0,32,7,0,0,2,1,884,0,0,1,266,0,68,0,1,0,0,1,51,0,0,1,0,0,0,0,0,0,0,5,0,1,0,474,339,488,290,0,3,593,609,2,380,579,856,504,215,13,7,1314,496,944,792,744,1,351,3232,3137,618
0,0,0,0,1,0,0,0,0,7,75,9,0,0,11,0,0,0,0,0,0,0,46,1,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,11,0,31,3,9,33,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,39,14,0,0,0,1,4,0,0,2,56,19,40,138,86,0,52,704,95,4
1,215,0,0,58,1,1,0,0,30,54,8,0,0,38,0,0,0,0,0,0,0,20,0,0,0,18,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,0,47,1,0,0,0,0,1,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,33,1,0,0,2,1,123,0,0,0,25,1,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,36,76,58,122,1,0,161,31,0,39,55,235,45,43,2,1,237,58,58,72,84,0,13,1315,791,71
12,2902,16,2,545,47,3,3,0,294,570,60,0,1,427,1,1,6,0,2,0,0,261,5,1,1,391,3,0,2,2,1,740,1,0,1,2,3,0,6,0,1,129,799,139,2,10,0,0,1,323,1,0,260,41,20,13,0,0,2,0,68,54,0,0,289,7,0,4,1,2,225,29,0,0,10,4,1776,1,1,2,910,1,336,55,0,0,1,2,196,2,0,3,1,3,9,0,2,0,0,18,5,0,0,1967,1393,1980,2010,3,11,1205,1938,6,877,2084,2118,1318,283,24,11,2502,1640,2228,2221,1927,6,584,4927,6257,855
0,183,0,0,20,0,0,0,0,20,41,0,0,1,2,0,0,0,0,1,0,0,41,1,0,0,22,0,0,0,0,0,50,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,37,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,11,79,56,0,0,0,18,0,1,11,20,42,30,3,1,107,67,10,22,64,0,4,869,347,124
0,723,3,0,90,2,0,0,0,67,63,6,0,1,24,0,0,0,0,0,0,0,116,1,0,0,58,0,0,2,0,1,192,22,1,0,0,0,1,0,0,0,7,183,25,0,0,0,0,0,14,0,0,15,1,9,0,2,11,2,0,5,2,0,0,16,0,0,0,0,0,28,0,0,0,2,0,400,0,0,0,63,0,23,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,1,1,0,0,115,69,87,121,0,2,132,229,1,109,266,277,145,58,3,3,623,65,301,279,140,1,99,1682,806,111
1,202,0,0,195,20,0,0,0,74,79,3,1,0,120,0,0,2,0,0,3,1,86,0,0,0,133,0,0,0,0,0,185,0,0,0,1,1,1,3,0,13,27,208,1,0,2,0,0,0,59,0,1,45,0,0,0,0,1,1,0,10,1,0,0,36,9,0,1,1,0,24,1,0,0,3,0,379,0,0,1,85,0,34,0,0,0,2,2,44,0,0,3,0,0,0,0,1,0,0,0,1,0,0,393,408,292,340,1,1,356,472,1,87,377,361,248,98,3,1,645,266,317,435,244,3,314,2151,1461,253
0,4,0,0,0,0,0,0,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,0,0,0,0,0,0,409,153,15
0,104,0,1,63,11,0,0,0,24,34,4,0,0,7,0,0,0,0,0,0,0,12,1,0,0,40,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,17,0,1,1,0,59,0,0,0,7,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,17,2,8,0,0,10,10,0,0,0,0,24,22,0,1,293,12,108,96,12,1,2,955,509,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2114,2,3,17,10,6,1,0,169,19,11,11,6,366,5,4,7,6,4,7,1,288,2,3,4,292,9,6,9,12,12,682,4,0,9,10,8,17,2785,8,1730,3488,4825,5393,3210,1849,7,878,1829,7621,28,1090,4691,2715,2076,3881,3263,2303,1028,10,2767,2656,1948,2197,4977,1519,1103,183,1320,897,3698,967,12,1624,249,904,10820,8,288,50,2577,151,6017,1873,449,2,494,56,3353,13,0,11,7,0,1272,7,4,2,0,38,582,16,2,2442,992,429,76,13,19,5024,2833,12,846,1060,340,3335,9,19,14,1538,4875,3474,1138,743,0,144,4337,4114,36
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,820,0,0
11,1249,11,12,242,40,18,8,2,738,193,40,20,17,3002,9,13,23,18,21,9,5,1400,9,29,12,1739,35,25,21,35,30,4067,15,0,13,29,32,40,8551,16,3325,13730,21087,20123,10317,5053,18,1429,3912,30838,63,3671,20226,10556,6296,12253,10417,5517,2541,24,6389,9163,7174,6830,21237,5444,2158,316,4494,2244,16676,3785,22,3878,712,2235,38697,27,281,60,12347,237,24976,5408,854,9,355,60,14236,42,9,52,10,4,1533,18,9,5,0,253,796,16,8,8239,4452,2483,1360,41,62,15859,9698,22,2507,3513,1507,14806,91,26,33,5643,18139,13105,5991,3398,7,487,22355,13156,535
0,342,2,0,23,8,0,0,0,74,42,5,0,1,224,0,0,1,0,0,1,0,108,0,1,1,128,0,0,1,0,1,278,23,0,0,0,1,0,0,1,0,17,246,38,2,4,0,0,3,76,0,0,33,0,0,3,0,0,0,0,0,4,2,0,58,0,0,0,1,0,46,0,0,0,3,1,580,0,0,0,93,0,40,0,0,0,0,2,24,1,0,1,0,0,0,0,0,0,0,3,0,0,0,64,40,0,0,0,0,208,160,0,11,1,3,198,13,2,4,520,148,67,39,15,0,5,2178,1184,73
0,0,3,0,209,6,0,1,0,79,25,19,2,0,103,0,0,10,0,0,0,0,63,1,1,1,76,0,0,0,1,0,106,0,0,0,0,0,2,0,0,0,21,217,21,0,0,0,1,0,24,0,0,50,2,0,0,0,0,0,0,0,5,1,2,35,0,0,0,0,0,15,0,0,0,1,1,365,0,1,0,92,3,45,0,6,0,0,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,170,262,233,137,0,1,142,254,1,50,263,269,234,23,0,0,181,201,242,184,120,0,10,1706,301,109
0,1807,10,1,68,4,3,0,0,97,87,11,1,1,246,0,0,1,0,1,0,0,112,2,1,0,238,1,0,0,0,0,386,0,0,0,0,1,2,0,3,0,50,417,55,0,0,0,0,0,121,0,0,73,6,1,8,1,1,0,0,27,9,0,1,50,1,0,1,2,0,37,13,0,0,1,0,781,1,0,0,72,0,65,41,0,0,0,3,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,213,45,8,0,0,0,281,135,0,17,55,32,282,20,11,3,773,447,109,236,15,0,60,2927,1748,73
1,2162,3,0,45,5,0,0,1,94,44,10,0,1,320,25,1,3,0,0,1,0,94,1,1,3,390,0,1,1,0,0,542,0,0,0,1,0,12,1,0,0,6,432,26,2,0,0,0,1,42,0,0,42,1,0,5,0,4,0,0,21,3,2,0,38,0,0,2,1,0,62,2,0,0,7,0,788,0,1,0,64,0,70,0,0,0,0,2,45,1,0,1,0,2,3,0,0,0,0,0,1,0,0,106,97,80,0,0,0,131,85,0,11,80,46,282,23,19,1,529,425,138,119,65,0,4,2648,2048,146
4,2474,30,0,455,55,1,2,1,130,471,48,2,2,756,86,0,7,2,1,2,1,476,141,5,2,479,7,0,1,0,0,839,77,0,1,9,2,321,1,1,0,62,358,53,3,2,0,2,1,91,2,1,95,10,2,2,8,0,1,0,21,16,2,1,132,3,1,0,0,3,60,3,0,1,4,2,800,1,0,1,334,0,182,13,0,0,0,1,94,0,0,1,0,0,0,0,0,1,0,7,0,0,1,156,92,97,27,3,0,504,352,0,80,277,118,292,268,10,10,1229,431,443,278,203,1,136,2681,3220,857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1495,0,0,27,5,3,1,0,65,75,7,3,0,331,4,0,0,0,0,0,0,191,1,0,0,210,0,0,1,0,1,476,0,1,1,1,1,2,0,1,0,14,335,56,4,0,0,0,0,34,0,0,43,2,0,2,0,0,0,0,46,7,1,1,46,7,0,0,0,1,69,0,0,2,4,0,742,1,0,0,145,0,78,0,0,0,0,0,54,3,0,0,0,0,0,0,0,0,0,1,1,0,0,90,57,1,3,0,0,195,84,0,27,82,0,198,7,5,4,744,215,254,31,121,0,35,2908,1699,97
1,1422,0,1,26,1,0,2,0,83,57,3,0,1,252,0,0,0,0,0,0,1,83,0,1,0,146,1,0,0,0,0,169,0,0,1,2,0,2,0,1,0,13,262,20,0,0,0,0,2,36,0,1,81,1,0,0,0,0,0,0,26,7,0,0,47,1,0,0,0,0,53,0,0,1,1,1,683,0,0,0,55,2,43,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,1,0,1,0,132,65,4,19,1,1,216,43,0,30,38,27,216,11,6,0,472,238,84,52,17,0,2,2522,1455,35
6,1066,1519,19,2491,1080,14,6,0,119,3382,931,26,29,2434,11990,84,1720,11,16,5,1,1108,10039,30,15,1358,16,7,2,4,12,2116,5732,0,21,39,2,9026,3,1,4,12,247,18,1,7,0,1,2,11,10,1,27,5,0,3,1,1,1,0,42,10,0,12,30,0,3,0,1,3,39,5,0,0,4,0,644,1,0,2,89,0,45,0,3,0,1,2,22,3,0,0,1,0,0,0,0,0,0,2,2,0,3,159,37,54,67,2,0,247,30,0,78,126,18,172,1985,75,14,765,331,199,53,133,0,6,2402,1776,4646
3,1216,1,0,45,1,0,0,0,56,66,6,0,1,270,6,0,1,0,0,1,0,198,2,0,0,150,1,0,0,0,0,509,4,0,1,2,1,1,1,1,0,11,320,48,4,0,0,0,1,61,2,1,65,0,0,0,0,1,0,0,5,1,1,0,59,3,0,0,0,0,22,0,0,2,7,1,721,0,1,0,95,0,75,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,32,5,2,0,0,211,19,0,29,0,0,162,23,5,3,538,270,90,45,1,0,3,2441,1473,82
0,82,0,1,4,0,0,0,0,0,10,0,0,0,43,0,0,0,0,0,0,0,46,0,1,0,8,0,0,0,0,0,22,0,0,0,0,0,0,4,1,0,40,98,98,22,1,0,0,0,47,1,0,39,7,20,22,4,3,0,0,57,4,14,10,72,15,28,0,0,0,35,4,1,45,0,9,207,0,7,1,113,0,78,19,13,0,0,0,57,0,0,0,0,1,107,0,0,0,0,3,61,0,0,120,4,22,0,0,0,38,164,0,11,9,32,76,7,0,0,22,125,69,13,4,0,0,170,45,0
2,1079,1,1,34,1,1,0,0,90,90,4,0,0,248,0,1,0,0,0,0,0,82,0,1,0,259,0,0,0,1,0,281,0,0,0,3,0,0,0,0,0,31,283,34,0,2,0,0,0,45,0,1,52,0,0,6,0,0,0,1,22,1,0,1,37,0,0,1,1,0,48,0,0,0,3,1,617,0,0,0,119,1,66,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,5,0,0,0,88,24,12,0,0,0,234,144,0,68,101,212,110,51,8,3,677,332,182,71,47,0,0,2729,1534,146
1,762,0,0,53,12,2,0,0,75,55,7,2,0,210,11,0,0,0,1,0,1,88,18,1,1,123,1,0,0,0,0,278,8,2,0,1,0,0,3,2,0,14,305,39,0,0,0,0,0,73,0,0,64,4,0,2,6,0,1,0,5,4,0,16,111,28,4,0,0,0,44,14,0,1,2,0,687,0,2,0,74,1,65,0,0,0,0,0,25,1,0,2,0,1,0,0,0,0,0,1,0,0,0,129,34,18,20,0,0,229,60,1,16,44,0,184,0,6,0,564,263,135,104,12,0,1,2516,1722,49
0,1038,1,0,47,6,0,1,0,85,63,6,2,0,330,40,0,1,0,0,2,1,155,1,2,1,176,0,0,0,0,0,282,0,0,0,0,0,0,0,1,0,31,335,48,3,0,0,0,0,47,0,1,37,0,1,1,0,1,0,0,2,23,0,10,32,1,0,0,0,0,40,0,0,0,4,2,652,0,0,0,92,0,35,1,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,75,46,14,13,0,2,134,193,0,19,2,127,216,7,11,3,583,277,148,67,44,0,4,2612,1434,58
1,371,82,0,121,22,0,1,0,28,224,7,1,0,31,0,0,0,0,0,0,0,0,0,1,0,40,1,0,0,0,0,50,0,0,0,0,0,0,0,1,1,0,29,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,10,0,0,9,0,0,0,0,1,0,0,0,1,0,0,154,0,0,1,33,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,97,59,122,8,0,1,20,49,0,1,2,2,58,60,189,741,306,17,15,28,76,0,7,758,540,163
13,7535,54,11,1595,201,13,13,0,568,1755,212,9,5,2009,2,7,11,4,8,10,0,1536,14,8,10,1420,11,3,12,3,2,3437,10,1,4,6,12,14,308,7,47,1793,6283,2746,720,157,1,24,34,4286,14,27,4102,980,324,791,365,62,27,7,1088,587,194,69,3748,1361,579,120,98,19,3078,402,1,72,54,22,13757,5,140,46,11619,89,4881,1374,227,1,114,25,3424,9,3,59,11,3,3090,6,1,5,1,284,1698,120,6,6607,4408,4901,3815,27,35,7956,8963,28,4803,7795,6070,5526,650,56,15,4278,8614,10612,7185,6600,15,2201,11609,10361,2857
0,181,0,0,38,0,1,0,0,58,47,5,0,0,225,4,0,0,0,0,1,1,232,0,2,1,220,0,0,0,0,0,380,0,0,0,1,0,1,0,0,0,42,303,64,3,0,0,0,1,57,1,0,73,17,0,0,0,0,0,0,38,12,3,1,113,1,0,0,0,1,51,5,0,1,0,2,570,0,0,0,66,0,40,0,0,0,0,0,32,1,0,0,0,0,3,0,0,0,0,0,1,0,0,221,51,36,33,1,0,170,108,0,5,94,3,130,22,2,7,559,215,155,159,117,0,15,2444,1241,83
30,1567,2387,42,19160,10294,67,19,4,533,19909,9216,48,26,8115,1049,22,2224,29,28,11,9,4056,1998,46,19,4295,35,30,17,29,21,10833,838,5,22,32,19,744,929,11,275,2525,5598,4202,1659,697,2,222,336,5981,25,1195,8945,6275,5422,1906,1264,653,246,6,2686,4110,3268,3348,9514,8054,6416,1636,3404,1801,7350,1983,24,3212,515,2007,12673,45,7824,5249,24166,2791,12375,9036,3794,18,4387,1959,8264,44,22,132,164,121,36236,91,42,14,6,563,21839,16380,4652,6237,5359,4894,3323,7696,2463,9118,9491,26,4330,7216,6026,6557,18123,228,59,4105,10044,11493,9557,5830,12,1766,8292,8336,28428
5,2052,0,0,34,1,1,0,0,82,88,7,0,1,266,10,1,0,0,0,0,0,168,4,2,1,324,0,0,0,0,0,402,1,0,1,3,5,9,0,0,0,26,453,44,7,0,0,1,1,73,0,1,46,0,0,2,0,0,0,0,52,1,2,0,73,2,0,0,0,1,50,0,0,1,0,1,874,0,0,1,93,0,115,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,26,18,34,1,1,194,220,0,34,91,55,207,28,10,5,741,591,306,36,46,0,8,3027,2044,77
4,1356,1,0,25,3,0,1,0,98,77,8,0,0,258,0,0,0,1,0,0,0,160,0,1,0,174,1,0,0,0,1,329,23,0,0,1,1,3,2,3,0,17,308,16,1,0,0,0,1,87,0,0,54,0,0,18,0,1,0,0,29,2,1,2,58,22,0,0,1,0,21,1,0,1,1,1,885,0,1,0,119,0,94,1,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,3,0,0,2,194,108,29,22,2,0,247,132,0,27,89,17,218,9,6,2,720,386,192,151,100,0,8,3104,1806,99
