M05_10_day_r1_Fitness_Per_Cycle,M05_10_day_r1_Error_Fitness,M05_10_day_r2_Fitness_Per_Cycle,M05_10_day_r2_Error_Fitness,M05_10_day_r3_Fitness_Per_Cycle,M05_10_day_r3_Error_Fitness,M05_2_day_r1_Fitness_Per_Cycle,M05_2_day_r1_Error_Fitness,M05_2_day_r2_Fitness_Per_Cycle,M05_2_day_r2_Error_Fitness,M05_2_day_r3_Fitness_Per_Cycle,M05_2_day_r3_Error_Fitness,M05_4_day_r1_Fitness_Per_Cycle,M05_4_day_r1_Error_Fitness,M05_4_day_r2_Fitness_Per_Cycle,M05_4_day_r2_Error_Fitness,M05_4_day_r3_Fitness_Per_Cycle,M05_4_day_r3_Error_Fitness,M05_6_day_r1_Fitness_Per_Cycle,M05_6_day_r1_Error_Fitness,M05_6_day_r2_Fitness_Per_Cycle,M05_6_day_r2_Error_Fitness,M05_6_day_r3_Fitness_Per_Cycle,M05_6_day_r3_Error_Fitness,M05_8_day_r1_Fitness_Per_Cycle,M05_8_day_r1_Error_Fitness,M05_8_day_r2_Fitness_Per_Cycle,M05_8_day_r2_Error_Fitness,M05_8_day_r3_Fitness_Per_Cycle,M05_8_day_r3_Error_Fitness,M3_1_day_r1_Fitness_Per_Cycle,M3_1_day_r1_Error_Fitness,M3_1_day_r2_Fitness_Per_Cycle,M3_1_day_r2_Error_Fitness,M3_1_day_r3_Fitness_Per_Cycle,M3_1_day_r3_Error_Fitness,M3_2_day_r1_Fitness_Per_Cycle,M3_2_day_r1_Error_Fitness,M3_2_day_r2_Fitness_Per_Cycle,M3_2_day_r2_Error_Fitness,M3_2_day_r3_Fitness_Per_Cycle,M3_2_day_r3_Error_Fitness,M3_3_day_r1_Fitness_Per_Cycle,M3_3_day_r1_Error_Fitness,M3_3_day_r2_Fitness_Per_Cycle,M3_3_day_r2_Error_Fitness,M3_3_day_r3_Fitness_Per_Cycle,M3_3_day_r3_Error_Fitness,M3_5_day_r1_Fitness_Per_Cycle,M3_5_day_r1_Error_Fitness,M3_5_day_r2_Fitness_Per_Cycle,M3_5_day_r2_Error_Fitness,M3_5_day_r3_Fitness_Per_Cycle,M3_5_day_r3_Error_Fitness
-7.997943213,1681.410884,-7.998623289,1615.229843,-7.913733665,998.8977364,1.013046489,12.49451318,-7.988745683,677.7020247,-7.992773573,664.3004568,-7.928813431,2044.805226,-7.97499966,1091.11665,-7.997640105,512.1764624,-7.966032311,3752.288638,-7.920477351,1871.709967,-7.993504272,1772.955205,-8,181.5703626,-7.98497762,2953.215697,-7.913733665,1063.972432,-8,123.239281,-2.779647935,8397.266365,-7.990245821,650.1390079,-7.999632463,600.1480322,-7.998845439,818.9446375,-8,161.7647245,-7.997877886,1009.729931,-7.934938056,1040.170656,-7.981293658,862.6647853,-7.902526922,934.4810076,-8,19.73913334,-7.997203604,365.0695928
-8,11.55661246,-8,10.97062221,-8,7.899860092,-0.305454741,0.045011579,-0.365151353,0.040361132,-0.330706962,0.046111687,-1.237951947,0.582384514,-1.90731548,0.408105816,-2.52991415,0.251398244,-8,55.32670414,-5.579785592,4.590485959,-5.95352718,5.278958621,-8,14.49408884,-8,31.40203856,-8,8.029539146,-0.256687956,0.037866155,-0.380294671,0.039710384,-0.231836465,0.027281164,-0.147538516,0.021572332,-0.260184657,0.036406306,-0.298624046,0.044970223,-0.568599382,0.092477794,-0.625434463,0.121224109,-0.778131335,0.104703053,-1.412550675,0.264479574,-1.494506962,0.073365306,-1.373984626,0.095641832
-8,41.38404499,-0.811871391,1.573946853,-8,27.98203906,-0.895904585,0.665364821,-1.070901231,0.740147331,-0.679053556,0.727304225,-0.489605323,1.337469366,-0.808657056,0.769960656,-1.59337334,0.489336156,-1.726450974,6.200423606,-3.057719265,4.590400543,-3.670004876,5.300621113,-1.929767077,3.030542093,-8,85.85198102,-8,28.15264449,-2.788308898,8.259892651,-7.645960602,1335.516363,-3.704291145,9.474572888,-0.033089936,3.725290678,-8,70.15130604,-8,87.60087767,-8,74.43681418,-8,93.97503387,-8,75.9418885,-8,52.95160533,-8,12.18046012,-8,15.09019683
-8,59.70066943,-8,63.79789687,-3.651988684,5.741454691,0.374758272,0.161896216,0.178737657,0.137753555,-0.01246864,0.262884023,1.340234737,0.992947334,1.514554553,0.371201618,-2.080256643,0.623499222,5.351104677,6.21918146,-1.966669083,6.485928398,2.099982765,1.338168035,-8,184.8551078,5.253733402,2.410478983,-8,36.29500705,-8,79.25049577,-6.60288827,655.3057759,-8,58.15803552,0.174787544,2.909619719,-3.378851629,7.857416944,-8,123.9069953,-8,87.5998977,-8,123.3064656,-8,74.40249761,-8,52.95160533,-8,19.73913334,-8,22.74733236
-8,39.69731087,-8,34.87539494,-4.732275314,5.741618764,-0.457161966,0.419347553,-0.818292717,0.432480343,-0.483371311,0.387866034,-0.901643054,1.369492341,-0.922677349,0.667026729,-1.132966996,0.340368057,-1.959369216,3.100052651,-2.579565217,2.902254001,-8,28.5654666,-4.181966041,7.428158307,-8,42.52787362,-8,27.7891806,-8,58.81579305,-7.942637331,1514.868949,-2.947499686,4.63557358,-2.473557293,2.96891102,-2.654422565,4.437349202,-1.546096245,2.76855333,-8,78.24993703,-0.684249757,1.810546439,-3.716787657,9.888124362,-8,58.65184308,-7.999602527,263.8072251,-8,12.79613852
-0.876749789,1.397939699,-8,29.52872615,-2.917918863,1.815330941,-0.109137579,0.361558017,-0.519095243,0.345426706,-0.606247573,0.429273217,-0.299792294,0.933347422,-0.91764062,0.806152834,-1.80082411,0.487952929,-4.217528541,8.770769871,-8,31.42397723,-4.31515636,5.300845899,-8,35.49466775,-8,36.28387505,-8,30.22959723,-3.650431995,11.43964704,-6.678119218,612.9367667,-8,81.99333524,-8,45.7758435,-3.865353159,11.21616482,-3.235060794,9.480362013,-8,85.63537606,-8,78.84258204,-3.686652278,9.887113346,-3.705558885,10.12860738,1.912748686,7.652464817,-8,18.37946311
-0.442721441,0.74004344,-0.69531361,0.865446882,0.351124488,0.317022525,-0.084455068,0.182594963,-0.211441338,0.234161434,0.06217531,0.185033835,1.196316736,0.347608913,0.593798377,0.247632361,0.476219922,0.178291582,-1.032841106,1.677266777,-1.196786677,1.128493063,-1.572334944,1.221355262,-0.533921267,0.831130147,-8,30.08114961,-0.390145408,0.428696702,-3.574360094,10.11988919,-7.245987948,848.019923,-8,62.2078638,-1.887962497,2.03667245,-2.36755978,3.407208323,-2.846134064,6.763748381,-8,54.83586411,-2.18398556,3.840850243,-8,46.96047397,-8,30.11686604,-8,8.151116356,-8,9.196985473
4.486626856,5.031679846,-7.998623289,1615.229843,-7.913733665,998.8977364,-7.998048735,737.6584637,-7.988745683,677.7020247,-7.992773573,664.3004568,-7.928813431,2044.805226,-7.97499966,1091.11665,-7.997640105,512.1764624,-7.966032311,3752.288638,-8,124.8084919,-7.993504272,1772.955205,-7.982924721,2070.966128,-7.98497762,2953.215697,-7.913733665,1063.972432,0.74718006,2.152122588,0.831950375,16.15378185,-7.990245821,650.1390079,0.725739208,1.134852585,-7.998845439,818.9446375,7.999935887,13.32804952,-8,118.5349919,0.842415635,3.638944077,-7.981293658,862.6647853,-7.902526922,934.4810076,-7.999602527,263.8072251,0.746742984,0.482249829
-3.346458975,4.736314633,-8,31.48526176,-4.610270374,5.741628158,-0.483098075,0.482881653,-0.895233154,0.594315386,-0.153217789,0.337899551,-0.622978348,1.183734907,-1.794938739,1.052007859,-0.882283345,0.366568239,-8,49.37746639,-2.903914043,3.245298963,-3.498108237,4.302031823,-3.1599976,4.287314778,-8,45.11641277,-8,21.42813558,-3.082716056,6.539842871,-6.790480467,728.4337605,-8,65.32249289,-3.109111739,3.735829613,-3.264074147,7.835858324,-8,108.6460856,-2.177618179,5.097006081,-8,76.31868277,-2.789867703,6.175295502,-8,43.90077224,-8,19.73913334,-8,19.35173966
-8,39.24050178,-8,51.70697117,-4.260294035,5.741376759,-0.506714629,0.551827353,-0.610275155,0.421396051,-0.866179274,0.699936731,-1.567023467,2.068928441,-1.024821182,0.892892029,-1.403988419,0.422284008,-8,50.50385157,-3.247459874,4.610925071,-7.905109187,28.57948338,-8,40.13927691,-8,47.59284362,-8,32.08861495,-8,78.95377726,-7.609824251,1621.677951,-8,66.64388726,-2.719150859,3.695525763,-4.323329089,11.28228928,-8,124.863563,-8,79.85663556,-8,91.99952255,-3.701865827,9.887763075,-8,64.97005797,-8,19.73913334,-8,25.71136569
3.111873165,0.067097875,2.307949539,0.092307595,2.298302615,0.068611598,-0.295432594,0.391044104,-0.153581754,0.278954601,-0.437942618,0.40712696,3.345342965,0.10482027,2.953402999,0.138655554,2.507902864,0.065477971,3.58095674,0.205774327,2.196394685,0.185303589,2.989138208,0.170647683,2.54357533,0.116218841,3.042483426,0.180919866,2.657098088,0.061537958,-8,107.6532723,-7.072938664,1305.177934,-8,68.07945585,-8,36.02496355,-8,77.055145,-8,94.42372285,-8,94.46171891,-8,91.37913002,-8,79.04976862,-8,53.90235841,-8,19.73895992,-8,33.05001715
-2.232205019,2.999582128,-3.138445223,3.787612327,-8,26.03023156,-1.705099512,1.704746822,-0.516898815,0.375215773,-1.16121777,0.825310892,-0.552532625,1.256746943,-0.908765706,0.78601677,-0.871195564,0.390405912,-8,54.67808967,-2.778396471,3.746328022,-3.689930741,5.265436194,-8,40.75680155,-8,41.9003018,-8,21.05187643,-2.988760926,6.524015177,-5.928779173,312.7691764,-8,69.64401666,-8,67.74552093,-8,56.27655927,-8,247.1203805,-3.72655396,11.80735825,-8,77.01341524,-8,75.00061664,-8,52.49220499,0.4975558,4.551223188,-8,16.18415914
-8,87.0414186,-8,119.2645521,-8,86.9671392,-0.065544431,0.435877537,-0.607512644,0.579895444,-0.980320258,0.959440145,-8,179.3821064,-1.455511688,4.284831719,1.766359875,1.285052644,-8,197.399879,-8,85.46638143,-8,89.85954373,-8,92.66859442,-8,150.0315614,-8,42.40499092,-1.622331727,2.054478289,-1.543210282,3.582212637,-1.227563346,1.300137902,-1.347608746,1.166635178,-1.036782944,1.615561256,-0.16410883,0.603958133,-0.505762074,1.249340406,-0.664296563,1.819644656,-1.337794453,3.842107714,0.373329159,0.950169958,-0.330282933,0.391960494,0.319784534,0.539669963
-8,39.46427925,-8,40.63082781,-8,19.96407987,0.125893324,0.207456163,-0.713885693,0.597839549,-0.62310662,0.456918051,0.076380356,0.906626915,-1.606620754,1.000898932,-1.047809913,0.335971017,-8,57.8634885,-8,32.30001231,-3.45448817,3.739954436,-8,38.35982241,-8,41.02417648,-8,32.26792691,-8,83.92728824,-7.260793629,1074.601926,-3.41679694,6.656631296,-8,45.06667144,-8,60.94525358,-8,86.29297813,-8,86.11431063,-8,80.4124272,-8,67.31762512,-8,47.79452188,-8,9.579344685,-8,21.85214908
-1.311464425,2.120729812,-1.863946796,2.675700458,-8,28.63194257,-0.814098833,0.709908427,-0.513158059,0.411317878,-0.644605338,0.506724452,-1.409409483,1.734158624,-0.900911336,0.780704963,-1.358690812,0.430741116,-8,68.67985289,-8,35.4889594,-4.510651075,7.449756398,-3.999840235,7.428010923,-8,59.53893761,-0.91926995,1.282234353,-8,65.88523104,-1.910923604,5.007115073,-8,182.0492005,-1.151232868,2.348152712,-2.915884824,5.484700341,-1.27401238,2.085453135,-1.124005983,1.78102388,-8,80.82177604,-8,76.27285504,-8,58.02042177,-8,19.73913334,-8,22.74733236
-0.386481396,1.073000843,-8,40.56480451,-8,24.09529572,-0.210769054,0.391716405,-0.673630417,0.499575352,-0.569283673,0.476382363,-0.989666803,1.553750293,-1.1913851,0.882640406,-1.330807034,0.401444725,-8,59.1253173,-8,34.17300807,-8,31.87413136,-8,35.78802149,-8,48.11181114,-8,23.74177962,-3.356808379,8.052491951,-5.978135309,293.7274888,-8,51.42955162,-0.51102652,0.90216812,-8,68.28842607,-8,92.42249889,-8,89.95558115,-8,97.60583967,-8,69.34871449,-8,53.18848533,-6.59569581,986.5480641,-8,16.18555651
-8,100.5252773,-8,87.88820983,-8,47.5797819,-0.627294585,1.12826273,0.019093019,0.276232564,0.293174951,0.498416471,1.77658108,0.749143616,0.727637436,0.458687952,1.077805999,0.298404067,1.837761768,0.961789265,-8,61.5580356,-3.403942581,7.495798682,-2.661217589,7.421411013,-8,78.89769527,-7.913733665,1063.972432,-7.998845439,801.7997842,-7.998845439,35698.33915,-7.990245821,650.1390079,-0.240751313,3.423317789,-8,181.6717032,0.582279203,10.71121428,-8,120.7414258,-8,120.3530701,0.546909358,14.46298623,-8,76.89108906,-8,14.89920218,-8,25.71499901
-8,14.15876017,-8,11.8907589,-8,8.652904998,0.224947521,0.027928005,0.180306529,0.028385564,0.173868961,0.035101097,1.169665354,0.195261998,0.627859268,0.131414973,0.352811654,0.088512961,-1.772693045,1.386286942,-4.117049048,2.295209956,-3.880532886,1.804568394,-8,13.02523468,-8,17.1001517,-8,7.660210963,-1.143601991,0.294896628,-1.101561719,0.306788857,-1.038691544,0.194385743,-1.109853756,0.182643076,-1.202414885,0.229807437,-1.360442499,0.350025123,-0.347179371,0.170935904,-0.459154026,0.228647984,-0.356381077,0.132656566,-0.576336985,0.178178722,-0.694328353,0.068424274,-0.589985357,0.069829087
-2.575278852,3.87345279,-8,35.13787676,-8,21.61264132,-0.427559696,0.476625313,-0.159501447,0.271122088,-0.049004016,0.292061826,-0.369274306,1.244623186,-1.167658478,0.880438527,-1.23033327,0.459416617,-8,136.1966843,-4.173433691,6.491980366,-1.657859025,1.791815313,-8,38.4224074,-8,83.63488585,-8,19.4867991,-3.541675049,8.078805967,-7.009111304,777.5025208,-8,46.34384348,-2.086714607,2.064982155,-1.910923037,2.55174148,-2.294153691,4.733985956,-8,58.17529192,-8,93.97503387,-8,69.34871449,-3.039086511,7.157717947,-7.999602527,263.8072251,-8,26.96263976
-0.345570044,0.215473967,-0.872520101,0.264971316,-1.068489937,0.218876386,0.175035909,0.028767248,0.1218299,0.028986352,0.116236252,0.034728684,3.542954529,0.038086927,3.218759588,0.045976679,2.742109186,0.022437643,3.532013581,0.172068285,1.382281505,0.135903939,1.92964611,0.107470763,0.381338547,0.21842729,2.255746742,0.168999181,0.115430569,0.114263068,-0.504812392,0.118876884,-0.660816501,0.140000935,-0.435398584,0.084801514,-0.156402936,0.032796209,-0.061995201,0.039935437,-0.077863867,0.047549014,0.412334736,0.040652921,0.5111298,0.043702176,0.607235134,0.024387513,1.317389836,0.044020381,2.041024962,0.012223112,2.203665168,0.012400362
-1.74375227,2.371509115,-8,34.18541953,-3.094969894,2.169824789,-0.092933368,0.275025218,-0.403202501,0.332426017,-0.870921519,0.451809491,-0.983287738,1.325013636,-1.593983863,0.950388472,-0.984285517,0.340440157,-8,42.17400245,-3.153335131,3.695880508,-4.828914653,7.496553569,-8,34.14662157,-7.046990831,24.32047326,-8,22.81946157,-2.350162037,4.515835575,-7.645959892,1366.300551,-8,54.44496884,-8,32.8060942,-8,64.03681646,-8,85.03513412,-8,68.64217396,-8,66.20809457,-8,73.23921616,-8,52.95160533,-7.999602527,263.8072251,-8,16.18415914
-8,38.77238731,-0.97327847,1.574926489,-3.73515692,4.059784479,-0.344722386,0.371193427,-0.317021245,0.277819115,-0.334919461,0.326564283,-0.664510665,1.172964253,-1.688267113,1.014879867,-1.262257283,0.36251829,-8,51.70679255,-3.446618663,4.562223056,-8,29.33764578,-4.112830889,7.425333502,-8,52.74218633,-8,23.36512059,-8,84.74846095,-2.250656483,7.04918931,-1.736012088,2.39054231,-8,41.21692901,-8,60.14453514,-8,112.7624284,-1.323401554,2.486868247,-8,71.11491009,-8,80.18132594,-8,48.66580821,-8,12.18032344,-8,22.74733236
-1.025568348,1.67629175,-4.042077007,7.576564167,-1.645047317,1.196209043,-0.272164939,0.412036857,-0.483711061,0.412749898,-0.245711244,0.372057723,-0.608417061,1.103505479,-1.11268012,0.710644463,-1.063791336,0.316789204,-8,45.48499243,-2.720371745,3.245116863,-8,25.72079942,-8,39.0743597,-8,41.09613184,-8,19.86217026,-4.049232189,11.49109546,-7.990040695,2023.408419,-3.916579687,9.466978952,-4.041455139,7.633104346,-8,62.19795957,-8,94.42372285,-8,73.14940489,-8,91.99952255,-8,62.73112186,-8,54.17411993,-7.999602527,263.8072251,-8,27.57657226
-8,36.63672219,-8,33.17417382,-2.334143088,1.814965558,-0.746559353,0.507193045,-0.286185762,0.275991605,-0.521148825,0.42788098,-0.430039157,0.973389237,-1.329143522,0.880761752,-1.087730556,0.339788549,-3.18694343,6.198761008,-4.366464573,6.412752325,-3.752260995,4.32795203,-8,38.99857638,-8,46.0157331,-8,24.76645217,-4.021069459,11.47415377,-1.959980159,5.002167738,-2.461620837,3.38199404,-1.280112078,1.729713363,-2.061533622,3.057396272,-0.916145134,1.599100923,-8,62.48950286,-0.600124906,1.819004074,-8,50.19426629,-8,45.01019454,-3.111940409,1.48420807,-8,16.18415914
-8,37.67493599,-8,44.45330846,-8,26.45550842,-0.513670986,0.5042692,-1.442321767,1.073014599,-0.578579921,0.67818878,-0.416973535,1.205232743,-1.277659299,0.996898314,-1.670231182,0.491672632,0.050571781,5.051141819,-8,35.29229717,-3.032351149,4.281788465,-8,45.68109795,-8,104.1370543,-2.503080341,2.871004405,-1.724273431,3.113490416,-6.004861303,354.4341558,-3.7147114,6.700013688,-8,57.66107691,-3.022897647,5.505083221,-1.633273698,3.73113796,-2.530247196,6.650421487,-8,77.37664991,-8,81.38233723,-8,60.66814356,-4.681993027,2.571763076,-8,26.96263976
-8,11.46885297,-8,11.26387068,-3.717449666,1.241267644,-0.329203105,0.042754729,-0.377364996,0.037014213,-0.267677692,0.040264911,-1.42275019,0.560949167,-2.215820017,0.425230286,-2.328690506,0.206013117,-7.781688686,21.83877841,-5.750538343,4.594159667,-6.839215727,7.481937269,-8,12.41992443,-8,19.02767065,-8,6.934891139,-0.216960485,0.034888054,-0.402272189,0.039660163,-0.219949355,0.02639663,-0.232344012,0.021868826,-0.283777042,0.034991953,-0.272283552,0.042256203,-0.52064631,0.088329825,-0.709011235,0.127603562,-0.68517147,0.095832936,-1.319967444,0.265526204,-1.468246726,0.069632109,-1.385608513,0.096480474
-7.928631368,11.65861957,-8,11.30490369,-4.735158832,2.32725699,-0.365398577,0.050158915,-0.373675836,0.042358874,-0.34497264,0.04842731,-1.438810177,0.628897551,-2.054882295,0.451073405,-2.335619651,0.228733553,-8,58.55845933,-4.142189822,2.295212792,-8,11.17956177,-8,13.29094596,-8,28.2272913,-8,7.673997801,-0.248935419,0.038920374,-0.385788086,0.042655973,-0.252652936,0.02895001,-0.16937653,0.023523342,-0.253923197,0.036878685,-0.310931204,0.048074115,-0.570888045,0.096337003,-0.653503578,0.128915117,-0.764464228,0.111057156,-1.517481231,0.281887451,-1.326167737,0.082514419,-1.269357801,0.101391216
-8,36.23049367,-2.26195307,2.861528381,-8,24.27907355,-0.750247441,0.56704694,-0.745274502,0.533750236,-0.954514235,0.618235368,-0.235086835,1.141688319,-0.655763383,0.81935433,-2.171269592,0.645038919,-8,94.51131549,-2.407664915,3.251694936,-8,35.16457948,-3.736655451,7.425748093,-8,67.80229377,-2.05101552,1.656456965,-3.048430071,6.532708717,-7.136728816,748.5476324,-2.551882136,5.290075993,-8,65.64683164,-3.662461433,11.17746434,-8,132.4191024,-8,62.73613028,-8,69.27432487,-8,59.01201063,-8,53.66078768,-8,19.73913334,-8,22.74733236
-8,21.54444253,-8,23.40243816,-8,15.36524027,-1.41925753,1.109913908,-0.945366365,0.876784864,-0.70993964,0.690831933,0.366095236,0.867475863,0.347496285,0.376824678,-0.811248771,0.285947436,-1.393303077,8.762457596,-4.285869596,6.491819776,-3.214313926,4.256413613,-1.688874577,2.058444061,0.268761735,1.94420347,-8,17.68807035,-3.342267461,5.091421005,-8,1184.018069,-8,36.39212731,-8,57.14866724,-8,56.59761444,-8,81.59201534,-8,66.69833841,-2.59400088,5.263987242,-1.0307286,1.471008212,-8,28.96324772,-8,8.780792907,-8,10.24059353
3.145352948,0.072006617,2.426510583,0.077382239,1.926984945,0.078620273,-0.079653896,0.323925225,-0.076242644,0.257030961,-0.251809288,0.417165259,3.325196548,0.103523039,2.851041271,0.129973138,2.42485623,0.066945873,2.544479487,0.299413597,2.210276771,0.194796756,2.341922466,0.175650447,2.409885092,0.133869572,2.532174698,0.205487011,2.884023854,0.072838281,-8,61.59180891,-7.556633503,1777.757291,-8,94.5741296,-8,62.62241987,-2.71341644,34.92488712,-8,82.14176699,-2.059292488,5.078397753,-8,103.6721172,-8,74.09744673,-8,48.85274173,-8,9.579344685,3.145138081,4.541389418
-3.714822282,4.744377002,-7.982739894,24.03861448,-3.786476779,3.314831454,-1.548577431,1.476702266,-1.182104467,1.287756575,-1.862490009,1.834384746,0.683739324,0.712794113,0.602459154,0.41755374,-0.759903721,0.312727482,1.26813159,4.351380517,-8,32.60671363,-1.919058511,2.765041225,-3.483547489,5.252253569,-1.750756015,7.547936483,-2.93702206,1.498603207,-3.203997246,4.63526541,-6.536221787,259.02255,-8,33.50968871,-8,62.62241987,-2.604478893,4.851335434,-8,87.60087767,-8,57.95657888,-8,73.72107675,-8,68.64855374,-8,33.54739724,-8,5.137635676,-1.497533434,0.832185101
-1.012018012,0.774238626,-1.274690864,0.91769819,-1.163246393,0.63400268,-1.403470166,1.670918987,-1.601666261,1.648986715,-0.929036838,0.880089345,2.465400666,0.26426385,2.396148827,0.217346429,1.867927549,0.219247703,4.139834617,0.8010235,0.676179457,0.531368549,1.599249264,0.473183791,-0.066752455,0.837307571,2.760052811,0.713844763,-0.335674338,0.447412979,-4.525704871,11.5327364,-8,1352.358321,-8,36.02253301,-2.418991242,5.127945089,-8,49.13549844,-8,166.7800412,-8,84.72628456,-8,77.01341524,-8,58.18526364,-8,36.23873147,-8,7.640595414,-3.920104039,2.523906119
3.193706833,0.066460254,2.407386585,0.083741787,2.384922619,0.072485407,-0.193047955,0.358061781,-0.275673648,0.36792442,0.069201226,0.297788506,3.349212608,0.114388018,3.082267448,0.137745759,2.707552728,0.073630061,5.274203137,0.249224324,2.223676967,0.195708799,3.95797211,0.205189242,3.002906252,0.11494661,4.724463161,0.126710533,2.679613664,0.089816439,-8,78.95377726,-7.171738849,855.7410607,-8,47.14427465,-8,55.67956742,-8,73.68669252,-8,480.3819123,-8,78.76970643,-8,75.31421862,-3.118304087,9.814788198,-8,60.30392777,-8,12.18046012,-7.997203604,365.0695928
1.464187061,0.252374031,1.195246827,0.280217045,1.059313464,0.208581148,-1.018540714,0.592182213,-0.443730802,0.383672136,-0.276563695,0.466059993,2.37380118,0.258699271,2.298208798,0.205340179,2.271312025,0.166000305,4.717672174,0.496624364,1.438055311,0.380809363,2.474105565,0.282695887,1.972868062,0.32556904,3.70956346,0.380746966,0.92926822,0.217232687,-3.232961437,8.033591848,-2.115898009,7.057809704,-8,73.28397026,-8,38.25054073,-8,60.53507354,-8,104.651374,-8,109.7117719,-8,68.77460399,-3.639171135,9.882361178,-8,68.52440617,-8,14.64883841,-8,20.77228895
-0.985338076,1.791977836,-1.60281553,1.953146688,-8,22.32249812,-0.365527986,0.407563549,-0.398025716,0.380997347,-0.516178798,0.619928555,0.152507157,0.853185405,-1.123999982,0.872167331,-0.819276322,0.337661011,-8,53.82787317,-3.915571975,6.491673891,-8,33.61088159,-8,38.38036239,-8,49.07010485,-8,17.57042187,-8,66.42684366,-5.655250924,300.4585501,-3.228411092,6.624175783,-1.971506208,2.877785923,-8,61.77195685,-1.828794615,4.400201922,-8,68.98630862,-8,110.197583,-8,72.39064286,-8,65.26435417,-8,14.64883841,-8,25.71136569
-8,23.7375102,-8,25.2776182,-3.382673885,2.567519738,-0.503955343,0.598892331,-1.933222576,1.890385932,-8,40.48555099,0.578641675,0.891642392,0.350347142,0.515573763,-1.126811043,0.458742739,1.717521039,5.00423692,-4.104193692,6.511323059,-3.748944278,7.49654123,-3.51486893,7.42057595,-8,187.8398097,-1.419226334,1.07279749,-8,45.44001516,-7.714754006,1074.601891,-3.311356276,4.198816587,-8,61.15993975,-4.296177161,11.27849215,-2.288895789,4.234059215,-8,65.19120056,-1.677743735,3.932969135,-3.560633999,9.896518277,-8,35.32600583,-8,14.64883841,-8,9.6772891
-8,24.091784,-5.281073089,7.575806756,-8,15.31989655,-1.214649406,1.06308973,-2.066453684,1.652256499,-1.060390269,1.089289468,0.753460993,0.604983662,-0.103862662,0.469114082,-0.684497071,0.28520722,-8,215.0987047,-3.265337533,3.747532585,-2.901247246,3.696097299,-2.734684139,3.677575452,-8,82.57089148,-4.192771854,2.869934801,-3.04541258,4.001806544,-6.72211395,293.3413351,-4.079550294,6.13856361,-8,52.00253422,-8,58.19154969,-8,149.9990228,-8,78.24993703,-8,68.52898834,-8,52.67555103,-8,24.68040234,-8,5.284326738,-8,10.76176889
-2.843285889,2.535776273,-8,26.06260329,-2.57831072,1.719628916,-0.691464971,0.954183564,-2.147576004,2.099888469,-1.491259313,1.221083766,0.575532247,0.767977594,0.537924517,0.455040105,-0.842718433,0.311134648,1.050981475,4.803631518,-2.382634996,2.873644109,-2.657557791,3.71867454,-1.924299767,3.279090395,-8,117.8118518,-8,20.94286776,-4.469899395,11.52101692,-8,1410.865465,-4.752617251,9.608214847,-8,41.48113042,-8,68.89295291,-8,108.7798063,-8,72.33328855,-3.695625112,13.06838953,-8,57.40018973,-8,30.59915992,-8,12.18046012,-8,10.56248005
-8,26.34821733,-8,22.5366037,-4.013077399,3.316874608,-1.012078661,0.948321006,-1.540044167,1.102544002,-1.091779555,1.038392861,0.217215131,0.726390237,-0.291592654,0.483169347,-0.561011134,0.238569762,-0.724165877,2.770557621,-2.511999464,2.649400638,-3.341926933,3.455095509,-4.435649198,7.36739917,-8,42.33734373,-8,14.85209693,-8,41.07748321,-2.551574866,7.051614239,-8,33.79550627,-8,35.69186253,-2.43067512,3.807921648,-8,419.6530948,-8,88.34626214,-8,65.56432525,-8,67.33583646,-8,32.83653054,-8,14.64883841,-8,13.09517079
-3.186778358,3.874978583,-8,27.49364764,-8,18.89150445,-1.394577652,1.21512314,-1.121527845,1.198901428,-4.229171854,6.919803292,0.654266547,0.722363415,0.050684091,0.516397962,-0.191622328,0.27768318,0.763763569,6.172327711,-2.184525722,2.452524519,-2.528921809,3.747467727,-3.088746765,5.252762833,-8,120.3951379,-8,18.01702757,-8,40.25096725,-8,1514.86895,-8,44.699947,-8,36.92341339,-8,52.08086915,-8,71.89640051,-3.605724416,11.76359744,-8,87.36802593,-3.578339045,9.898179998,-8,32.92795804,-8,14.89920218,-8,14.19440907
-2.240251025,2.121860045,-2.865899716,2.677832331,-3.88445264,3.31486362,-0.490637942,0.709544831,-1.438272695,1.242449113,-0.964903816,0.930512272,0.461601818,0.757737983,0.566723601,0.503085897,-0.876042497,0.376347788,-8,387.1316582,-3.982359407,6.491390708,-2.594974405,3.310078322,-3.135980176,5.265960095,-8,129.3156853,-8,21.00356704,-4.082795451,8.13204401,-5.274126154,69.76514781,-3.059674028,3.107303198,-2.34333895,4.170521813,-8,61.3555504,-1.967673375,5.660580151,-8,123.6349146,-2.625059293,7.449792548,-8,53.89749814,-8,35.60757972,-8,7.215590575,-8,16.18415914
-2.582392888,2.53574451,-2.400440586,2.282631843,-3.189932849,2.330768734,-1.480852027,1.427148097,-8,44.08851664,-0.82279917,0.759766432,0.740160133,0.804953897,0.4375981,0.481319063,-0.837007755,0.386958859,2.659403985,3.003807329,-3.217129965,4.60558816,-1.765598514,3.028358767,-7.740471205,36.81843705,-8,168.6034563,-3.205277322,2.485230592,-8,43.4422056,-2.496413988,7.043258703,-4.487505343,8.634415373,-8,68.48017029,-8,60.14192403,-8,77.4761095,-8,79.30550911,-8,71.67190516,-3.016830542,6.927461597,-8,32.03404757,-8,9.579344685,-2.724066065,1.121302584
