291256.0,404877.0,329618.0,563358.0,485502.0
82293.0,92953.0,59579.0,82269.0,49356.0
2477.0,826.0,148.0,27.0,2.0
75.0,12.0,1.0,1.0,0.0
12.0,12.0,16.0,37.0,23.0
78753.0,94076.0,60471.0,66336.0,35052.0
52.0,1.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0
53.0,0.0,1.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0
31.0,0.0,1.0,0.0,0.0
15.0,1.0,0.0,0.0,0.0
69.0,42.0,0.0,0.0,2.0
48.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0
73.0,0.0,0.0,4.0,0.0
51.0,0.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0,0.0
72.0,4.0,0.0,0.0,0.0
37.0,1.0,0.0,0.0,0.0
25.0,0.0,1.0,0.0,0.0
133.0,0.0,5.0,10.0,0.0
36.0,1.0,0.0,0.0,0.0
64.0,1.0,0.0,0.0,0.0
700.0,426.0,119.0,42.0,26.0
46.0,8.0,0.0,0.0,0.0
283.0,33.0,0.0,2.0,0.0
77.0,9.0,0.0,0.0,1.0
60.0,2.0,2.0,0.0,0.0
67.0,15.0,0.0,0.0,1.0
96.0,1.0,3.0,0.0,1.0
45.0,0.0,1.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0
117.0,0.0,0.0,0.0,1.0
43.0,4.0,0.0,0.0,0.0
74.0,2.0,1.0,0.0,0.0
113.0,0.0,0.0,0.0,0.0
22.0,1.0,0.0,0.0,0.0
61.0,0.0,1.0,0.0,1.0
4747.0,2344.0,763.0,281.0,87.0
73.0,1.0,0.0,0.0,0.0
41512.0,20178.0,7075.0,4442.0,1523.0
60.0,0.0,0.0,0.0,0.0
98.0,2.0,0.0,0.0,0.0
6170.0,2841.0,733.0,293.0,52.0
51.0,0.0,0.0,0.0,0.0
26955.0,6846.0,1280.0,669.0,131.0
29518.0,8644.0,2021.0,718.0,126.0
6629.0,3227.0,625.0,305.0,92.0
5851.0,3159.0,1381.0,238.0,91.0
2720.0,1349.0,223.0,144.0,64.0
29013.0,8765.0,1766.0,755.0,134.0
7070.0,2508.0,1015.0,544.0,314.0
25.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0
72.0,3.0,1.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0
74.0,21.0,0.0,0.0,0.0
41.0,10.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0,0.0
47.0,2.0,0.0,0.0,0.0
3945.0,1563.0,448.0,194.0,15.0
22.0,0.0,0.0,0.0,0.0
3689.0,1497.0,687.0,179.0,89.0
93.0,0.0,3.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0
23.0,1.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0
69.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,1.0
39.0,0.0,1.0,0.0,0.0
32.0,21.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,1.0
21.0,0.0,0.0,0.0,0.0
46.0,0.0,1.0,0.0,0.0
18.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0
57.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0
52.0,1.0,0.0,0.0,0.0
103.0,0.0,0.0,0.0,0.0
56.0,19.0,0.0,2.0,1.0
81.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0
54.0,6.0,0.0,0.0,2.0
30.0,8.0,0.0,0.0,4.0
71.0,2.0,0.0,0.0,0.0
67.0,0.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0,0.0
108.0,0.0,0.0,0.0,3.0
50.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,2.0
95.0,1.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,1.0
88.0,0.0,0.0,0.0,0.0
82.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0
65.0,1.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0,1.0
65.0,0.0,0.0,0.0,0.0
23.0,79.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0
54.0,13.0,0.0,0.0,3.0
59.0,0.0,0.0,0.0,0.0
114.0,117.0,97.0,13.0,14.0
25.0,0.0,0.0,0.0,0.0
125.0,0.0,0.0,0.0,0.0
41.0,47.0,19.0,2.0,0.0
85.0,1.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0
52.0,27.0,0.0,0.0,0.0
65.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0
28.0,1.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,1.0
86.0,1.0,0.0,0.0,2.0
100.0,1.0,0.0,0.0,0.0
22.0,1.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0,0.0
24.0,0.0,108.0,0.0,0.0
54.0,1.0,0.0,0.0,0.0
96.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0,1.0
32.0,0.0,0.0,0.0,0.0
78.0,1.0,0.0,0.0,1.0
48.0,0.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0
56.0,1.0,1.0,0.0,0.0
34.0,0.0,1.0,0.0,0.0
5759.0,2386.0,547.0,296.0,73.0
32.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0
58.0,0.0,0.0,0.0,0.0
86.0,0.0,0.0,0.0,0.0
119.0,4.0,0.0,0.0,0.0
5167.0,2230.0,532.0,169.0,61.0
33.0,0.0,0.0,0.0,0.0
122.0,0.0,0.0,0.0,0.0
66.0,0.0,1.0,0.0,0.0
90.0,7.0,0.0,0.0,0.0
26.0,1.0,0.0,0.0,0.0
81.0,0.0,0.0,0.0,0.0
89.0,0.0,0.0,0.0,0.0
