659,372,31,0
371,20,0,0
284,98,3,0
7348,4724,173,0
5825,7218,815,0
178,24,0,0
2015,362,0,0
360,99,0,0
143,23,0,0
116,124,17,0
606,180,6,0
4416,60,0,0
272,102,3,0
613,309,29,0
308,75,1,0
4225,284,0,0
5144,2195,61,0
4137,3418,278,0
289,26,2,1
900,26,0,0
2313,226,0,0
4116,288,0,0
2902,391,0,0
2573,281,0,0
363,14,0,0
559,111,2,0
1975,258,0,0
1151,22,0,0
212,8,0,0
252,17,0,0
294,6,0,0
223,20,0,0
335,61,0,0
2050,272,0,0
4006,1203,49,0
277,3,0,0
115,5,0,0
2606,265,0,0
8371,1030,0,0
280,17,2,0
494,17,0,0
2123,228,0,0
3749,168,0,0
188,14,0,0
291,2,0,0
278,4,0,0
4322,378,0,0
3659,678,28,0
204,0,0,0
3938,771,1,0
172,0,0,0
2858,253,0,0
1096,135,0,0
670,24,0,0
1568,184,0,0
477,84,0,0
306,53,1,0
661,14,0,0
1838,472,3,0
2692,406,2,0
402,18,0,0
344,18,0,0
433,29,0,0
518,18,0,0
389,2,0,0
447,6,0,0
454,18,6,0
648,27,0,0
2336,554,0,0
785,80,0,0
3621,295,0,0
2258,353,4,0
1111,86,0,0
2552,329,0,0
261,16,0,1
2719,519,0,0
1583,366,3,0
2620,270,0,0
545,29,0,0
2115,329,0,0
180,8,0,0
1077,141,0,0
1315,624,13,0
300,25,3,0
512,69,3,4
3243,382,0,0
1787,279,0,0
1824,74,0,0
431,0,1,0
2110,269,0,0
1050,115,0,0
381,3,0,0
1838,198,0,0
3187,458,0,0
1563,215,0,0
516,359,12,0
2501,371,9,0
2423,792,7,0
2262,273,0,0
248,29,0,0
359,10,0,0
2967,242,0,0
3794,1112,51,0
371,87,0,1
2504,380,0,0
2393,307,0,0
3720,278,0,0
196,17,0,0
3881,1391,6,0
323,22,1,0
459,55,0,0
1358,956,15,0
270,36,0,0
2301,200,0,0
373,21,1,0
3202,766,0,0
2633,352,0,0
107,21,0,0
2521,325,0,0
2087,274,0,0
591,76,3,0
584,42,0,0
298,50,3,0
259,33,0,0
894,96,0,0
211,2,0,0
1974,118,0,0
5171,438,0,0
3684,339,0,0
89,7,0,0
310,36,0,0
3601,1669,71,0
2393,241,0,0
2290,329,0,0
2487,86,0,0
201,20,0,0
3385,107,0,0
859,55,5,0
336,24,0,0
3572,829,0,0
212,22,0,0
281,21,6,0
407,36,0,0
468,0,0,0
2192,309,0,0
1486,173,0,0
280,5,0,0
2619,948,11,0
401,73,0,0
2195,166,0,0
1557,185,0,0
4050,429,0,0
114,10,2,0
1176,514,23,0
442,8,3,0
4531,1100,3,0
172,29,0,0
3019,441,4,0
2333,409,0,0
1594,182,0,0
2685,294,0,0
2051,253,0,0
2161,156,3,0
