0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,3,0,0,8,0,5
3,1,5,0,0,3,37,11,13,2,0,10,8,23,24
35,31,69,53,213,1675,8333,7936,12450,4088,1443,988,384,61,24
14,1,54,50,303,1480,4877,5480,7971,2562,826,576,199,25,25
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
8,6,16,23,17,87,50,26,15,6,17,32,41,29,27
1,0,0,1,20,95,322,350,556,139,49,26,20,16,26
0,0,0,1,20,145,760,808,799,431,232,133,99,22,24
0,0,1,0,0,6,8,14,33,25,19,22,42,25,27
108,57,227,184,313,1590,5878,4812,4693,1056,219,70,24,0,0
114,72,207,212,930,6729,30888,27261,34344,13504,4572,2234,725,87,27
26,10,26,18,8,22,64,75,121,45,27,28,40,55,26
5,3,3,4,0,5,4,3,30,6,0,14,30,12,29
0,0,1,0,2,3,2,0,2,0,7,15,21,12,29
28,11,82,77,68,343,967,1054,1291,458,161,99,56,22,28
23,19,45,21,24,27,9,4,1,0,0,0,0,0,0
2,1,4,3,1,8,7,2,181,12,16,30,41,36,33
0,0,0,0,0,0,0,1,3,0,2,16,22,0,25
0,0,0,0,0,0,0,0,0,2,0,0,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
328,156,548,370,227,641,1341,1550,2195,784,233,178,79,23,24
0,0,0,0,0,0,0,0,0,7,0,0,0,0,5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,0,0,0,0,0,0,0,0,0,0,49,11,0,0
305,168,542,326,140,190,116,49,24,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
65,38,89,53,27,57,86,139,119,59,32,43,35,29,28
26,18,37,42,161,1373,7024,6535,11103,3307,1288,828,280,38,24
0,0,0,0,0,0,0,0,0,0,0,0,6,15,7
