283,155,218,366,3710,4997,14797,14628,9473,9176,1914,657,331,137,28
0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
13,12,27,171,3896,5938,15398,14559,9157,8497,1754,593,290,131,31
0,0,0,0,0,0,0,0,0,14,0,0,15,0,0
0,0,0,1,17,14,22,143,49,77,63,0,10,22,25
0,0,0,0,0,0,0,0,9,0,24,0,0,7,4
5,7,105,722,7964,2983,2960,1332,541,572,105,30,49,48,33
0,0,0,0,0,4,0,0,0,0,10,0,0,0,0
25,17,34,162,3680,5583,14105,14263,8599,7520,1808,549,263,117,29
61,32,41,138,3821,5521,16595,15802,10053,9864,1809,613,285,130,29
208,97,607,2003,11165,12363,28050,33804,15726,17283,2765,724,263,61,28
0,0,0,0,0,0,0,2,0,1,0,0,0,0,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,11,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,18
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
0,0,0,0,0,10,21,59,0,0,18,0,0,0,0
0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,21,0,11,48,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
11,6,69,176,431,326,31,24,0,0,0,0,0,0,0
0,0,0,1,10,10,84,88,138,30,13,7,12,23,33
126,44,85,286,5725,7860,22003,21674,12944,12201,2325,680,379,129,33
1,1,0,0,3,1,3,6,8,60,45,17,48,38,34
0,0,0,0,0,0,0,0,0,101,35,28,57,40,37
260,122,153,315,3974,5916,16927,17338,11239,11165,2344,775,373,172,33
23,10,33,75,1138,1633,5046,5137,3444,3500,669,243,128,57,33
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
0,0,0,0,0,0,0,0,0,27,8,0,0,0,0
9,9,16,28,44,49,15,6,5,30,22,13,33,43,30
6,0,6,6,3,1,0,0,0,91,35,32,56,36,28
0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,2,0,7,0,36,32,23,38,54,29
0,0,0,0,1,0,3,0,7,5,15,0,21,24,10
0,0,0,0,0,0,0,0,0,9,0,0,0,20,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,30,17,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,0,0,19,0,0,0,14
0,0,0,0,0,0,0,70,0,0,0,0,10,0,0
0,0,0,0,18,19,16,42,11,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,0,0,0,0,0,1,16,20,0,0
