73,139,1,513,980,1843,3506,6711,12697,23727,44052,78418,131444,203714,288741,374911,450533
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
21,44,1,192,398,811,1670,3464,7100,14373,28909,55747,101226,169948,260943,367037,477806
2,5,11,27,64,148,344,804,1858,4242,9620,20917,42824,81065,140339,222565,326674
2,6,14,33,79,181,422,986,2280,5204,11802,25661,52536,99448,172164,273037,400756
1958,3030,4740,7481,11691,17994,28016,43907,68014,1,158173,230527,316363,401427,465837,495217,487231
3854,5729,8612,1,19606,28993,43371,65306,97196,142874,208659,292183,385254,469673,523663,534861,505602
31,65,1,281,582,1185,2443,5065,10383,21018,42273,81519,148021,248512,381574,536713,698689
0,0,0,0,0,0,0,0,2,17,101,576,3082,15238,68897,285367,1048804
393,773,1538,3086,6131,11996,23744,1,93154,181179,350102,648656,1131644,1825414,2692895,3639244,4551782
9895,15936,25948,42624,69323,111055,179964,293547,473275,753636,1192311,1808632,2583367,3411763,4120767,4559434,4668982
2785,5058,9285,17197,31536,56962,104075,191406,347943,604229,1114330,1905857,3069315,4570350,6223920,7639293,8964764
12794,22321,39370,70057,123431,214203,376025,664435,1160466,2001813,3430797,5637666,8723260,12480012,16328932,19571956,21711462
23312,40671,71738,127653,224906,390303,685162,1210680,2114508,3647542,6251320,10272498,15894816,22740066,29753255,35662429,39560864
0,0,0,1,4,10,27,69,174,430,1058,2493,5506,1,1,1,1
0,0,0,1,3,7,17,42,102,243,574,1301,2772,5462,9842,12133,13984
0,0,1,1,5,12,1,1,135,297,648,1,2664,4783,8060,7280,13984
0,0,0,1,1,1,1,1,296,1,2293,6089,5506,4783,3724,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,14,33,72,162,365,810,1,3872,7932,11013,19133,18623,21840,13984
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
0,0,0,0,1,1,10,27,72,187,478,1173,2709,4783,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,6,16,46,1,328,1,2013,4472,9085,9706,13984
0,0,0,0,1,3,8,22,57,147,377,925,2135,4557,8896,15907,26325
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,6,1,83,293,970,2970,8310,21299,50522
0,1,1,1,14,33,76,179,415,1,2152,4678,9579,18133,31391,48534,73072
0,0,0,1,4,11,27,66,160,1,897,2030,4326,8523,15357,24267,38726
0,0,0,0,0,0,0,0,2,1,32,122,440,1459,4423,12133,27968
6,1,1,1,85,160,304,583,1103,1,3827,1,11013,14349,11174,9706,13984
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,33,71,151,325,701,1497,1,6602,13251,25044,43763,69937,97068,138726
0,0,0,0,0,0,1,4,16,1,218,767,2540,7772,21744,55730,132192
0,0,1,1,8,22,58,152,398,1,2621,6426,5506,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,6,1,228,1178,5543,23899,95355
101081,1,1,1,90395,1,1,1,96102,1,15549,15865,11013,14349,18623,19413,27968
0,0,0,1,5,11,27,63,147,1,761,1656,3391,6419,11113,17625,25869
0,0,0,0,0,0,0,0,0,0,1,3,5,10,16,23,32
0,1,2,1,17,41,99,242,582,1384,3268,7396,15760,31051,55870,92353,125856
5,10,22,46,96,196,405,840,1722,1,7012,13522,16519,14349,14898,14560,27968
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,124,340,1,2574,6937,18908,51877,140686,1,7774,7932,1,4783,3724,2426,27968
0,0,1,2,4,10,22,48,102,216,453,910,1,1,1,1,1
0,0,1,3,7,18,42,98,227,1,1177,2559,5240,9919,17172,24267,27968
15,1,1,1,178,322,589,1084,1971,1,6314,10799,17391,25897,35267,43996,41952
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
0,1,1,1,26,67,168,427,1069,1,6497,7932,11013,9566,14898,24267,13984
74,124,1,1,609,1016,1713,2909,4882,1,13323,21035,31272,42986,54037,62230,27968
0,0,0,0,1,4,10,27,72,1,478,1173,2709,5782,11287,20183,13984
0,0,0,0,0,0,3,9,28,1,258,745,2018,4783,11174,19413,27968
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,13,27,57,116,240,499,1024,1,4169,7932,11013,1,1,1,1
0,0,0,0,0,2,6,1,46,1,328,837,2013,4472,9085,14560,27968
0,1,2,7,17,41,99,242,582,1,3268,7396,11013,4783,3724,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,16,44,122,335,909,2436,6484,7932,5506,4783,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,42,102,248,603,1451,1,7774,1,5506,9566,7449,4853,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
