4511,4765,5680,7147,53849,95287,278755,246633,228331,97380,49128,31639,10186,3134,839
207,368,703,3339,56549,113230,290077,245470,220715,90175,45021,28557,8924,2997,929
1,1,1,1,1,1,1,1,1,148,1,1,461,1,1
1,1,1,19,246,266,414,2411,1181,817,1617,1,307,503,749
1,1,1,1,1,1,1,1,216,1,616,1,1,160,119
79,215,2735,14100,115594,56882,55762,22458,13039,6070,2695,1444,1507,1098,989
1,1,1,1,1,76,1,1,1,1,256,1,1,1,1
398,522,885,3163,53414,106461,265719,240479,207265,79806,46407,26438,8093,2677,869
972,983,1068,2695,55460,105279,312627,266427,242311,104682,46433,29520,8770,2974,869
3315,2982,15815,39117,162056,235748,528424,569947,379050,183417,70971,34865,8093,1395,839
1,1,1,1,1,1,1,33,1,10,1,1,1,1,539
1,1,1,1,1,1,1,1,1,1,1,529,492,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,228,539
1,1,1,1,1,190,395,994,1,1,462,1,1,1,1
1,1,1,1,304,1,207,809,192,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,246,45,179
175,184,1797,3437,6255,6216,583,404,1,1,1,1,1,1,1
1,1,1,19,145,190,1582,1483,3326,318,333,337,369,526,989
2008,1352,2214,5585,83096,149881,414506,365431,311994,129484,59677,32746,11663,2951,989
15,30,1,1,43,19,56,101,192,636,1155,818,1477,869,1019
1,1,1,1,1,1,1,1,1,1071,898,1348,1754,915,1109
4144,3751,3986,6151,57681,112811,318881,292325,270898,118489,60165,37321,11478,3935,989
366,307,859,1464,16517,31139,95059,86611,83012,37144,17171,11702,3939,1304,989
1,1,1,1,1,1,1,1,1,286,205,1,1,1,1
143,276,416,546,638,934,282,101,120,318,564,626,1015,983,899
95,1,156,117,43,19,1,1,1,965,898,1541,1723,823,839
1,1,1,1,1,38,1,118,1,382,821,1107,1169,1235,869
1,1,1,1,14,1,56,1,168,53,385,1,646,549,299
1,1,1,1,1,1,1,1,1,95,1,1,1,457,239
1,1,1,1,1,1,113,1,1,1,1,1,1,1,269
1,1,1,1,1,1,1,1,1,1,1,1444,523,1,1
1,1,1,1,1,1,1,1,1,1,487,1,1,1,419
1,1,1,1,261,362,301,708,265,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,25,770,615,1,1
1,1,1,1,1,1,1,1,1,286,1,1,1,1,239
2359,2306,2527,3749,42571,81271,230114,202779,190609,83711,40555,22441,8770,3180,1139
4080,4489,5263,6874,55518,96412,295277,262785,256099,114074,56623,31494,12186,3867,1139
1,1,1,1,87,171,244,404,1012,435,693,818,984,915,1169
1147,1229,1068,1562,798,495,18,1,1,1,1,1,1,1,1
1068,1199,885,761,740,552,18,1,1,1,1,1,1,1,1
1,1,1,1,232,533,2354,2596,4073,498,821,385,492,1098,1229
1,1,1,1,1,1,1,1,1,1,205,1,338,1,689
1,1,1,1,1,1,1,1,1,1,102,1,1,1,149
1992,2367,1954,2050,1059,972,37,16,24,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,106,1,770,184,3203,239
2917,3874,2918,2909,2598,2231,357,202,24,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,205,1,1,1,269
1881,2152,2892,4237,11873,5453,3956,2427,2217,2907,3362,3082,3200,2059,1199
414,430,1354,4433,85360,156631,457270,417209,387968,168018,85859,52394,15971,6040,1259
1,1,1,1,87,76,263,455,1060,466,1001,1396,1230,1487,1109
717,737,573,351,290,152,18,33,24,1,1,1,1,1,1
302,184,964,2499,14877,6864,6254,2630,1108,827,667,433,892,1235,1229
940,768,1537,3710,58624,105069,319691,278685,262631,116313,57496,35973,11663,3981,1259
1,1,1,1,87,95,244,472,674,244,616,1059,800,732,1319
1,1,1,1,1,1,1,1,1,1,1,1,1,434,509
1,1,1,1,1,1,1,1,72,42,667,1,1,1,269
1,1,1,1,1,1,1,1,433,1,1,1,646,1,1
940,1106,1146,2187,9187,4252,3579,1753,1060,1241,1745,1589,2369,1647,1349
3204,3566,3491,5194,55112,104135,313324,267270,251736,113108,49770,35539,9940,4050,1409
1721,2090,1771,2089,3077,4214,8289,7823,6532,7216,7212,5634,4646,3821,1349
15,30,1,1,174,133,301,354,433,583,1309,1348,1477,1235,1349
3459,3413,4559,7616,23194,8638,6028,2427,1831,1942,2156,2070,2461,1487,1409
1,1,1,19,1,57,18,101,337,392,770,1396,1569,1716,1409
1,1,1,1,1,57,1,1,1,1,1,1,153,1,1
2741,2121,13965,28180,74779,73853,15541,9779,2072,1857,2002,1589,1969,2448,1409
1,1,1,1,14,1,56,50,72,328,539,914,892,1006,1529
1,1,1,1,827,2879,7121,10470,11473,6505,5441,4189,1846,892,1499
1881,1568,1745,3378,11669,4900,4050,1922,1373,1602,2361,2696,2369,1510,1529
350,338,4559,23181,392593,715864,1505547,1244059,787459,302394,138144,71272,18033,5239,1379
462,92,1615,6112,74184,144885,424981,462176,329831,148915,59113,29279,7170,2082,1679
446,584,521,312,391,171,1,16,1,1432,2079,2407,2831,1784,1919
3156,2582,2944,2812,1567,819,18,1,1,1,1,1,1,1,1
669,522,1797,6679,34240,17161,12678,5378,3109,2578,2207,2552,1784,1876,1769
1,1,1,1,1,1,1,1,1,1422,1155,1492,1877,1189,1619
1769,1721,2345,3105,4209,4137,282,151,24,1,1,1,1,1,1
414,522,911,1777,7446,3356,2693,1433,843,1093,1386,1733,2677,1395,1889
1,1,1,1,1,1,1,1,1,1719,1848,2889,2800,1967,2279
1,1,1,1,130,190,395,455,1156,615,1129,1252,1661,1876,1979
1,61,1,19,1,19,1,1,24,1644,2412,2311,3046,2059,2458
1,1,26,1,232,800,3730,4063,6507,668,590,674,984,1464,2279
1466,1844,1250,1620,10000,23035,54650,62703,46254,61510,42608,33709,13294,4873,2249
1,1,1,1,101,209,282,236,337,435,1078,1300,1661,2105,2099
2056,1937,2110,3847,43181,77877,205944,177118,153707,64938,29774,20081,6801,3546,2249
