1101,3364,10230,30837,48065,111575,275387,1188397,3748535,5396443,3919908,2343649,128758,97020,377318,220750
45,124,335,897,2296,6074,14844,32825,59886,76464,51840,14359,1,1,1,1
0,0,2,11,59,314,1,7169,26872,70491,121081,151593,45444,17121,582806,306202
3292,7033,18310,36451,59448,94444,142818,195417,220605,110993,31845,13333,15148,5707,8057,2251
9,28,83,241,688,1915,5070,12146,19545,33204,30074,12308,1,1,1,1
1646,1654,5020,10538,24789,45621,76496,120000,152739,122756,53322,14872,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37,109,315,901,2506,1,15674,31417,43455,35794,15897,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,7860,22051,41512,67701,107556,162645,222546,251231,152164,42213,16410,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
