1,1,3182,1823,1,2533,4882,1285,2833,2363,1511,2084,246,1298
9276,12291,6365,16415,18026,21537,19529,21850,22668,24222,10579,4169,2954,1350
2319,1,1,1,1,2533,1,1285,1,590,1511,2779,1477,1402
39424,36874,41374,36479,23572,43075,31735,25706,15584,17132,10579,5559,2708,1454
1,1,6365,1,6933,1266,1,2570,2833,1772,3022,694,1477,1454
4638,1,3182,1823,2773,3800,2441,1285,4250,1181,1511,694,1,1
2319,8194,6365,1823,1386,3800,7323,7712,5667,9452,6045,7643,3692,1350
2319,1,1,1823,1386,1266,2441,3856,4250,590,1511,2084,984,1195
2319,1,3182,1,1,3800,1,1285,1416,590,1511,694,246,51
9276,8194,1,10943,6933,5067,2441,3856,1416,5907,3022,2084,1969,1143
1,1,6365,1823,2773,1266,1,1,1,1,1,1,1,1
1,1,1,3647,1386,1266,2441,1,1,1,1,1,1,1
2319,1,1,1,1386,1,1,1,2833,1181,1,2084,984,1195
2319,4097,1,3647,1,1,1,1285,4250,590,1,694,738,1091
1,4097,1,1823,1,1,2441,1285,1,1772,4533,1389,1969,1350
1,12291,3182,9119,2773,2533,7323,1,1416,3544,3022,6253,1723,1402
4638,1,3182,7295,4159,2533,1,5141,2833,2953,1,4169,246,51
4638,8194,1,1823,4159,1266,4882,2570,1,1181,1511,1389,1477,1298
2319,1,1,1,1,1,1,1,1,590,1,1,1723,1143
1,1,3182,1,1,1266,4882,1285,1416,590,1,1,1,1
1,4097,1,3647,1386,2533,1,5141,5667,590,1511,694,1,1
1,1,3182,1,1,1266,4882,1285,1416,590,1,1,1,1
1,1,1,1823,1,1266,1,5141,5667,590,1511,2779,1230,1298
1,1,3182,1823,1386,1,2441,1285,1416,1181,3022,694,1,1
1,4097,3182,1823,1386,1266,1,1,1,1,1,1,1,1
4638,1,1,3647,2773,1266,1,1,1416,2363,1511,694,1,1
2319,4097,1,1,1386,1,4882,1,1,590,3022,694,984,1143
6957,4097,1,10943,2773,5067,2441,6426,5667,2953,1511,694,246,1195
6957,4097,1,1,2773,3800,2441,3856,1,1,3022,694,2215,1246
1,1,3182,5471,4159,1266,1,1285,4250,1772,1511,3474,2461,1195
1,4097,3182,1,1,1266,2441,1285,2833,1772,1,2084,1230,987
6957,8194,6365,5471,2773,1266,7323,5141,8500,4726,1511,2779,2954,1195
1,4097,3182,1823,2773,1,2441,1285,1416,590,1511,694,1477,1091
2319,1,3182,1823,5546,2533,4882,1285,4250,1181,4533,694,1477,1506
2319,1,1,1,5546,2533,2441,1285,1,1,1,1,1,1
2319,1,1,5471,4159,1,1,2570,7083,1772,6045,1389,2215,987
2319,4097,1,1,1386,1266,2441,3856,1,1,1,694,1969,1246
2319,1,3182,1,4159,1266,2441,3856,1416,590,1511,694,1,1
1,1,3182,1,1386,1266,2441,2570,1,1772,1,694,2215,1506
1,4097,3182,3647,2773,1266,2441,1285,1,1,1,1,1,1
4638,8194,15913,10943,23572,20270,19529,32133,26918,22449,24180,12507,3939,1558
25510,45069,38192,45598,27732,38007,12206,26992,19834,14769,7556,6948,3692,1402
4638,1,1,1823,1386,1266,2441,1285,2833,3544,6045,2779,2215,1350
1,8194,6365,5471,1,1266,4882,1285,1416,590,1,1389,1230,1195
1,1,1,1,1,1266,2441,2570,1416,590,1,1,1,1
2319,1,1,1,1386,1266,4882,1,1416,590,1511,3474,3200,1402
4638,1,1,1,1,1266,1,1,1,1772,3022,694,1230,1610
6957,8194,3182,1823,4159,2533,2441,1285,1,1,1,1,1,1
