Fitness,Establishment_Time,Error_Fitness,Error_Establishment_Time,Probability_Adaptive,Mean_Fitness,Kappa_Value,Mutant_Cell_Fraction,Inference_Time
0.0,0.0,0.0,0.0,0.21784375438073192,5.7050586797851044e-05,2.5,0.001225683140130584,218.09818
0.0,0.0,0.0,0.0,0.00010728171647726623,7.540101033627771e-05,2.5,0.0016155593472855355,219.39922
0.0,0.0,0.0,0.0,0.5519813617424916,0.00011848127179289367,2.5,0.0024948976363965768,222.46395
0.0,0.0,0.0,0.0,0.00015122281531786632,0.00016533993547235946,2.5,0.003444893729882433,222.81877
0.0,0.0,0.0,0.0,0.32417413329774225,0.00024438174271706374,2.5,0.005046181512270558,228.23688
0.0,0.0,0.0,0.0,0.21299603464917985,0.00036821158309381397,2.5,0.007421654010166163,226.85486
0.0,0.0,0.0,0.0,0.3992475413677831,0.0005441120077041866,2.5,0.010793042500878508,228.83541
0.0,0.0,0.0,0.0,0.33613464461051235,0.0008401831926961586,2.5,0.01639123795712946,228.55567
0.0,0.0,0.0,0.0,0.00015038640711189142,0.0012784525453877478,2.5,0.02455750287730136,230.86624
0.0,0.0,0.0,0.0,0.00013911863721065477,0.001969686319028566,2.5,0.03727143406984208,230.28338
0.0,0.0,0.0,0.0,0.24366306054384915,0.0029932395553135247,2.5,0.055656490003927986,
0.0,0.0,0.0,0.0,0.17233231873557528,0.010096791932027352,2.5,0.17936705471212133,
0.0,0.0,0.0,0.0,0.14438946632044025,0.014641074751326004,2.5,0.2564647289633119,
0.0,0.0,0.0,0.0,8.395249376250514e-05,0.027332279744479736,2.5,0.4657076004366785,
0.0,0.0,0.0,0.0,0.2467637009902276,,,,
0.0,0.0,0.0,0.0,0.00023151135822605624,,,,
0.0,0.0,0.0,0.0,8.0446811930974e-05,,,,
0.0,0.0,0.0,0.0,0.07925242716655831,,,,
0.0,0.0,0.0,0.0,4.491043252404088e-05,,,,
0.0,0.0,0.0,0.0,0.08900307267449935,,,,
0.0,0.0,0.0,0.0,0.07190756379237635,,,,
0.0,0.0,0.0,0.0,3.5667373076724715e-05,,,,
0.0,0.0,0.0,0.0,6.718083371873098e-05,,,,
0.0,0.0,0.0,0.0,0.36279067847491175,,,,
0.0,0.0,0.0,0.0,0.7388809515375195,,,,
0.0,0.0,0.0,0.0,0.0001722365900329794,,,,
0.0,0.0,0.0,0.0,0.30914088179457233,,,,
