Fitness,Establishment_Time,Error_Fitness,Error_Establishment_Time,Probability_Adaptive,Mean_Fitness,Kappa_Value,Mutant_Cell_Fraction,Inference_Time
0.165,-60.0,0.0015259396915713506,0.7959148193200448,1.0,0.0030690295561541098,2.5,0.016398468683485743,505.20268
0.215,-18.0,0.008351393885671679,2.1318650158341304,1.0,0.013632854852298754,0.7188996081858587,0.06983167966651312,502.61619
0.0,0.0,0.0,0.0,0.059408151211791355,0.056034211991484284,3.1512772568455567,0.298326681358241,557.58919
0.0,0.0,0.0,0.0,0.12192288901911132,0.12844820683439653,2.1756424259566383,0.6598902679880392,536.29933
0.0,0.0,0.0,0.0,0.05467672274548644,0.1816934007537085,0.5780556694525274,0.9110187570239335,484.56063
0.0,0.0,0.0,0.0,0.04019932935764785,0.19422906093192424,1.8247749920881162,0.9570961284772185,592.57415
0.0,0.0,0.0,0.0,0.024454191066847767,0.19229458197160623,1.8247749920881162,0.9424776490253268,520.84447
0.0,0.0,0.0,0.0,0.1633670282319577,0.18307828585814723,1.8247749920881162,0.8968262648529162,492.84767
0.15,-42.0,0.004977517836034859,2.3042566708794605,1.0,0.19614995831240936,1.8247749920881162,0.9595083434177641,526.18199
0.20500000000000002,-60.0,0.00012426058929530063,0.054666123130342116,1.0,,,,564.72834
0.0,0.0,0.0,0.0,0.10970239016771845,,,,606.1391
0.0,0.0,0.0,0.0,0.2148584512811699,,,,543.70411
0.0,0.0,0.0,0.0,0.0629562378624234,,,,553.11142
0.095,-50.0,0.006716261161657026,19.37597276293777,0.9999837630541841,,,,588.96409
0.195,-54.0,0.0007493881286742562,0.3143117345654376,1.0,,,,572.63795
0.21,-38.0,0.001245902927874971,0.4028177760212222,1.0,,,,578.50065
0.0,0.0,0.0,0.0,0.06158593575229315,,,,553.43
0.165,-46.0,0.0060394595457856,2.6440018092067277,1.0,,,,573.1439
0.0,0.0,0.0,0.0,0.014282859706438144,,,,557.24954
0.0,0.0,0.0,0.0,0.05361475413350498,,,,588.0438
0.0,0.0,0.0,0.0,0.03582514190686119,,,,577.39987
0.0,0.0,0.0,0.0,0.7221778055977301,,,,585.6689
0.165,-32.0,0.012595378140928306,4.5052925240939015,1.0,,,,588.38228
0.0,0.0,0.0,0.0,0.09158688776397303,,,,587.40595
0.0,0.0,0.0,0.0,0.08653155857540451,,,,584.49653
0.0,0.0,0.0,0.0,0.3149655935684759,,,,585.79378
