0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,242,702,772,6725,23843,54662,86825,95701,79711,40027,15322,4183,1080,327
144,29,549,728,9567,21864,52276,73645,71994,49956,22912,8933,2167,443,340
0,0,0,0,0,3,15,50,114,116,291,364,416,443,368
5,1,1,14,498,1380,3040,4639,4913,2710,1359,403,217,283,213
1,1,1,14,631,2142,4984,7916,7664,7461,5254,2062,1078,389,327
0,0,0,0,1,16,65,181,316,487,527,341,457,443,368
239,622,1611,2680,9883,23444,42280,52828,45018,20590,6074,1085,261,1,1
475,1450,2107,3088,29366,99410,219241,321467,327086,258181,126822,34646,7897,1541,368
0,0,2,11,46,169,492,994,1160,877,748,434,435,489,324
0,0,0,0,0,1,10,42,118,116,1,217,326,212,395
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,102,288,804,2147,5067,10425,14111,12384,8930,4465,1535,610,389,280
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,7,28,75,155,264,387,446,637,449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,109,319,927,2608,6665,13552,19091,18663,14154,6463,2760,860,407,327
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,16,63,222,621,1206,1141,1150,887,666,381,467,297
56,193,376,611,5083,20284,53431,88332,101336,64482,35727,12841,3050,673,327
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,7,27,70,140,228,322,348,499,463
0,0,0,0,0,4,21,64,115,218,194,336,294,349,345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,28,1,1,332,370,305,302,259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,133,374,1043,2819,6921,13521,18301,16681,12525,6047,2062,1241,691,363
0,0,0,0,1,11,44,123,76,97,305,170,326,414,379
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,176,458,743,7682,17196,39906,55812,53536,32894,13370,4621,1525,460,409
0,0,0,0,0,2,10,37,87,1,27,93,108,414,449
16,52,165,519,1582,4378,9644,14718,15586,12420,5686,1783,827,460,422
144,176,437,670,10063,22411,52276,73645,71994,49039,21858,7459,2429,779,422
133,441,1333,1413,9820,39696,99601,158206,156964,149107,81830,22735,5653,1630,422
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,14,28,86,1,232,324,422,395
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,22,84,286,770,1315,1857,1863,1386,821,261,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,204,620,699,5488,14300,30882,45281,46072,27493,12898,4683,1437,496,409
236,483,985,1993,3913,6975,9894,9725,6633,3509,776,1,1,1,1
180,596,1962,2491,18377,58645,134448,213556,235387,153319,80942,30924,8104,1949,395
36,102,223,349,1515,5336,10425,14111,13254,9657,4133,589,283,1,1
12,39,123,388,1185,3117,7225,10699,11678,7136,3855,1271,718,832,409
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,40,160,3789,7933,22207,32869,34821,24003,12399,5040,1252,567,449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,374,600,956,1476,2070,2310,1786,863,311,27,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,618,559,772,17935,68859,175051,267148,278828,197114,94895,30971,8180,1541,449
3,12,39,122,373,1034,2278,3477,3682,2612,1414,682,403,318,159
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,117,223,276,3417,8730,17752,25009,24449,15599,6074,1612,729,301,463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
