Fitness,Establishment_Time,Error_Fitness,Error_Establishment_Time,Probability_Adaptive,Mean_Fitness,Kappa_Value,Mutant_Cell_Fraction,Inference_Time
0.14,-36.0,0.0007054830339896463,0.5514197467674136,1.0,0.00032791253683328944,2.5,0.007619348694587152,1589.53415
0.125,-14.0,0.006914877927340971,4.564427525506941,1.0,0.0006152705120213096,1.957978013118588,0.012496121925145723,1627.17695
0.215,20.0,0.010879068784792714,2.9691881082557767,1.0,0.00135557922230423,2.7928372128640917,0.023644860913900227,1535.28938
0.065,-96.0,0.005566897281116108,13.455330996276832,1.0,0.002795910362036426,1.0279006163603432,0.04389884525305262,1600.11
0.135,-2.0,0.013463432420652366,7.2794673438410324,1.0,0.004920439870383529,3.717045209121057,0.07294777659051255,1514.61282
0.08,-64.0,0.004869301473463756,7.802980076941743,1.0,0.00935189460474604,0.7220852322847395,0.1259350526978931,1566.17454
0.0,0.0,0.0,0.0,0.20703191460611012,0.017262528819570324,0.2675309266370113,0.2099304212042031,1626.06524
0.0,0.0,0.0,0.0,0.29655802777813506,0.03435850777630109,1.7809083910942198,0.3595054491094899,1710.79216
0.0,0.0,0.0,0.0,0.025733315515285404,0.06536651494866673,1.2618899183679273,0.5659657117258392,1684.03711
0.0,0.0,0.0,0.0,0.012105229949806477,0.12369597574233003,1.7809083910942198,0.7978712245417173,1700.27636
0.0,0.0,0.0,0.0,0.05822179119399798,0.1714772238171473,1.7809083910942198,0.8980732188097458,1728.07683
0.135,-4.0,0.009784490193294125,5.459243166768353,1.0,0.20403380732602033,1.7809083910942198,0.9481047663418048,1711.45976
0.0,0.0,0.0,0.0,0.007086325443991757,0.08524877818300318,1.7809083910942198,0.3717183758087565,1691.1572
0.0,0.0,0.0,0.0,0.0370236041277034,0.08942338981152732,1.7809083910942198,0.3785835203127608,1717.52562
0.0,0.0,0.0,0.0,0.00016466296044315444,0.19901792618264072,1.7809083910942198,0.8106433097634393,1512.325
0.0,0.0,0.0,0.0,0.02097617463953919,0.25420067213598935,1.7809083910942198,0.9514089767744379,1557.79864
0.0,0.0,0.0,0.0,0.0001224904691393539,,,,1716.02483
0.0,0.0,0.0,0.0,0.025409732186952798,,,,1710.41134
0.0,0.0,0.0,0.0,0.053634294845141456,,,,1704.53915
0.0,0.0,0.0,0.0,0.0001896639437494639,,,,1702.24999
0.065,-98.0,0.005761723046970362,14.35044236353096,1.0,,,,1707.82802
0.0,0.0,0.0,0.0,0.01845577791845061,,,,1699.6671
0.0,0.0,0.0,0.0,0.08064749538919114,,,,1701.64047
0.0,0.0,0.0,0.0,0.02641137812454951,,,,1707.24607
0.0,0.0,0.0,0.0,0.00013422877346591403,,,,1711.63188
0.0,0.0,0.0,0.0,0.026929354918268845,,,,1707.76219
0.0,0.0,0.0,0.0,0.026458569954090877,,,,1703.53685
0.0,0.0,0.0,0.0,0.02438325375967427,,,,1711.73769
0.0,0.0,0.0,0.0,0.05435371798285582,,,,1719.99397
0.0,0.0,0.0,0.0,0.05802890000071397,,,,1758.73572
0.0,0.0,0.0,0.0,0.027120229886270553,,,,1778.60356
0.0,0.0,0.0,0.0,0.2444770332358058,,,,1776.32121
0.06,-100.0,0.00399471485028936,14.771154958350422,1.0,,,,1780.79493
0.0,0.0,0.0,0.0,0.0001233543547006384,,,,1778.65894
0.14,-26.0,0.0015197188060703927,1.059221084600753,1.0,,,,1781.3601
0.0,0.0,0.0,0.0,0.00015175677988047242,,,,1790.01722
0.0,0.0,0.0,0.0,0.02715207218381639,,,,1787.71724
0.0,0.0,0.0,0.0,0.016388415308499344,,,,1753.35438
0.23500000000000001,18.0,0.0034729183955132595,0.9604112251120901,1.0,,,,1541.39938
0.0,0.0,0.0,0.0,0.016951666348861045,,,,1508.93538
0.0,0.0,0.0,0.0,0.04984813824606809,,,,1507.77509
0.0,0.0,0.0,0.0,0.096791089036451,,,,1525.45853
0.0,0.0,0.0,0.0,0.09089776120387752,,,,1535.37704
0.0,0.0,0.0,0.0,0.1878928716814151,,,,1583.60285
0.0,0.0,0.0,0.0,0.0565506807880897,,,,1660.19074
0.085,-56.0,0.002912439169485522,4.067029159520379,1.0,,,,1590.56857
0.25,38.0,0.02627337573635701,7.958435362268589,0.9999999048375205,,,,1597.86007
0.0,0.0,0.0,0.0,0.5659801275302936,,,,1614.49671
0.0,0.0,0.0,0.0,0.38222450772122535,,,,1647.97271
0.065,-100.0,0.002527390803088965,6.355864416035081,1.0,,,,1618.12163
0.0,0.0,0.0,0.0,0.0574890991990428,,,,
0.115,-18.0,0.04497892722265513,35.27108606064145,1.0,,,,
0.0,0.0,0.0,0.0,0.00010082657276599186,,,,
0.0,0.0,0.0,0.0,0.029463018347332837,,,,
0.0,0.0,0.0,0.0,0.13326918936587562,,,,
0.0,0.0,0.0,0.0,0.11749970537564026,,,,
0.0,0.0,0.0,0.0,0.10091773995052755,,,,
0.0,0.0,0.0,0.0,0.02178879048171849,,,,
0.0,0.0,0.0,0.0,0.07945950624288284,,,,
0.0,0.0,0.0,0.0,0.07274874892769491,,,,
0.145,2.0,0.009622378582187573,5.486890764610087,1.0,,,,
0.065,-100.0,0.0032190917132091518,7.920222226707994,1.0,,,,
0.0,0.0,0.0,0.0,0.14015853926945115,,,,
0.0,0.0,0.0,0.0,0.009172228983594169,,,,
0.0,0.0,0.0,0.0,0.07840836881522913,,,,
0.0,0.0,0.0,0.0,0.037796018663629805,,,,
0.0,0.0,0.0,0.0,0.02825071457207013,,,,
0.0,0.0,0.0,0.0,0.1429238024355598,,,,
0.0,0.0,0.0,0.0,0.03321831598699221,,,,
0.0,0.0,0.0,0.0,0.014647693332149965,,,,
0.0,0.0,0.0,0.0,0.019909994109731755,,,,
0.0,0.0,0.0,0.0,0.011719814870842464,,,,
0.01,108.0,0.0017446004669399717,1.08103620150417,0.9999999999864713,,,,
0.0,0.0,0.0,0.0,0.13979830328504275,,,,
0.14,-40.0,0.000485510351175706,0.39025643702279394,1.0,,,,
0.0,0.0,0.0,0.0,0.010569106798266902,,,,
0.0,0.0,0.0,0.0,0.05816579279961813,,,,
0.06,-100.0,0.0038778075806717074,12.748543629169987,0.9999999999999988,,,,
0.0,0.0,0.0,0.0,0.3432968185862956,,,,
0.08,-58.0,0.004092567212581958,6.111959824419588,1.0,,,,
0.0,0.0,0.0,0.0,0.33252553749467373,,,,
0.0,0.0,0.0,0.0,0.09053454298511898,,,,
0.0,0.0,0.0,0.0,0.010258093018940883,,,,
0.0,0.0,0.0,0.0,0.08477729755939493,,,,
0.0,0.0,0.0,0.0,0.31128237957640315,,,,
0.0,0.0,0.0,0.0,0.03382483626453073,,,,
0.0,0.0,0.0,0.0,0.06123078690179307,,,,
0.0,0.0,0.0,0.0,0.5726558114135619,,,,
0.0,0.0,0.0,0.0,0.03788045407220088,,,,
0.0,0.0,0.0,0.0,0.0326724327940369,,,,
0.0,0.0,0.0,0.0,0.04188696739196006,,,,
0.0,0.0,0.0,0.0,0.00012269653704643374,,,,
0.0,0.0,0.0,0.0,0.015859624028999236,,,,
0.0,0.0,0.0,0.0,0.032440602269459,,,,
0.065,-100.0,0.0016887542838843563,4.564403154144061,1.0,,,,
0.0,0.0,0.0,0.0,0.2209694899263101,,,,
0.0,0.0,0.0,0.0,0.2362289628581316,,,,
0.0,0.0,0.0,0.0,7.98071970232174e-05,,,,
0.0,0.0,0.0,0.0,0.021078207846138224,,,,
0.0,0.0,0.0,0.0,0.08520775753248051,,,,
0.0,0.0,0.0,0.0,0.06870192461247736,,,,
0.0,0.0,0.0,0.0,0.018555823408682726,,,,
0.0,0.0,0.0,0.0,0.035282878617150806,,,,
0.0,0.0,0.0,0.0,0.059992685034557514,,,,
0.0,0.0,0.0,0.0,0.1699394791528786,,,,
0.0,0.0,0.0,0.0,0.07296676630153506,,,,
0.0,0.0,0.0,0.0,0.0331192672481802,,,,
0.0,0.0,0.0,0.0,0.10963113007368724,,,,
0.0,0.0,0.0,0.0,0.01651243290356243,,,,
0.0,0.0,0.0,0.0,0.415498747137262,,,,
0.0,0.0,0.0,0.0,0.31890017162623213,,,,
0.0,0.0,0.0,0.0,0.09712966647677844,,,,
0.0,0.0,0.0,0.0,0.04561478046013514,,,,
0.0,0.0,0.0,0.0,0.024192621670666038,,,,
0.12,-16.0,0.006440182255025501,4.4575656800533565,1.0,,,,
0.0,0.0,0.0,0.0,0.06177695487982245,,,,
0.075,-72.0,0.0049136995730792955,8.914961727329537,1.0,,,,
0.0,0.0,0.0,0.0,0.4108105107893925,,,,
0.0,0.0,0.0,0.0,0.026035581406252055,,,,
0.0,0.0,0.0,0.0,0.01200861776346162,,,,
0.0,0.0,0.0,0.0,0.00014983947792633262,,,,
0.0,0.0,0.0,0.0,0.15335357559260643,,,,
0.0,0.0,0.0,0.0,0.048902109695315304,,,,
0.0,0.0,0.0,0.0,0.03474088047367912,,,,
0.0,0.0,0.0,0.0,0.3099879157769407,,,,
0.0,0.0,0.0,0.0,0.28205840733443666,,,,
0.0,0.0,0.0,0.0,0.03354753162055278,,,,
0.0,0.0,0.0,0.0,7.906886144480153e-05,,,,
0.0,0.0,0.0,0.0,0.05947220769640929,,,,
0.0,0.0,0.0,0.0,0.03534079830188495,,,,
0.06,-100.0,0.004781256446359881,12.958310621026785,1.0,,,,
0.0,0.0,0.0,0.0,0.06259607645565896,,,,
0.0,0.0,0.0,0.0,0.00014983947792633262,,,,
0.0,0.0,0.0,0.0,0.028495087250550548,,,,
0.0,0.0,0.0,0.0,0.060401482753701136,,,,
0.0,0.0,0.0,0.0,0.2267562350765948,,,,
0.0,0.0,0.0,0.0,0.0001137972104603406,,,,
0.0,0.0,0.0,0.0,0.12388895883424496,,,,
0.0,0.0,0.0,0.0,0.02563358138037466,,,,
0.095,-64.0,0.002430537085782735,3.006886301109742,1.0,,,,
0.0,0.0,0.0,0.0,0.01438147254810459,,,,
0.0,0.0,0.0,0.0,0.023790961238256733,,,,
0.0,0.0,0.0,0.0,0.059488591623001644,,,,
0.0,0.0,0.0,0.0,0.09444704921062563,,,,
0.0,0.0,0.0,0.0,0.30234990216456714,,,,
0.0,0.0,0.0,0.0,0.0346130410585837,,,,
0.0,0.0,0.0,0.0,0.15284207217695994,,,,
0.0,0.0,0.0,0.0,0.033347559100780785,,,,
0.185,-10.0,0.0012437469823990775,0.5906108192220474,1.0,,,,
0.0,0.0,0.0,0.0,0.3445552709685841,,,,
0.0,0.0,0.0,0.0,0.011395372543311369,,,,
