Fitness,Establishment_Time,Error_Fitness,Error_Establishment_Time,Probability_Adaptive,Mean_Fitness,Kappa_Value,Mutant_Cell_Fraction,Inference_Time
0.0,0.0,0.0,0.0,0.00029491762638038637,0.0004746705882984988,2.5,0.008252163734335792,1988.39575
0.0,0.0,0.0,0.0,0.7690203862017501,0.0007318821354423979,0.8672562615609143,0.011759980421460984,1983.34477
0.15,-16.0,0.0010096120606068685,0.5218318191596644,1.0,0.0013506003601136125,7.5537460955168285,0.020759407521901672,1974.59313
0.135,-22.0,0.001978760703180519,1.1924346647172663,1.0,0.0024224294202413476,1.5286197434636226,0.0346390920067487,1878.88596
0.24,42.0,0.0150707823683004,4.834530063168114,0.9999868844363636,0.008998932745414497,2.0508232472811985,0.08783722080333281,1925.42497
0.145,2.0,0.00846714693046663,3.2328247333380955,1.0,0.026537487993998063,3.3634557100146742,0.21142434283998598,2064.53586
0.15,0.0,0.0011546568097970408,0.07004919954370097,1.0,0.06609768691027033,2.258953967900365,0.45901417856739885,2090.73668
0.22,34.0,0.016975346213281357,3.130649147682934,0.999999756214343,0.11821349529226989,1.4072119894482928,0.7440388733156305,2106.95912
0.12,-28.0,0.0014933138976895818,1.0522430415596817,1.0,0.15739701499354736,2.908116878764015,0.9089553169593477,2144.29885
0.14,-30.0,0.005254969386317284,3.3779581516315584,1.0,0.18184013719497,3.373281885392808,0.9562680428404329,2101.55607
0.18,20.0,0.010286188262003629,2.634475975518368,0.9999999999999997,0.20580911140073926,2.7811465779342717,0.9734615950880335,2170.4412
0.265,44.0,0.025993588451621343,4.780338058183407,0.9997444828484975,0.217777703062128,2.7811465779342717,0.9601839132957728,1979.80408
0.0,0.0,0.0,0.0,0.7103385876643997,0.22878259435599188,2.7811465779342717,0.9744907152585255,1990.22893
0.13,-12.0,0.0056786335690693825,2.9950367219059464,1.0,0.23544146483106665,2.7811465779342717,0.9918725331527481,2163.41754
0.0,0.0,0.0,0.0,0.016775704047761287,0.22781427802749907,2.7811465779342717,0.9528429762879979,2155.48335
